date,HLY_TEMP_NORMAL_SF,HLY_TEMP_10PCTL_SF,HLY_TEMP_90PCTL_SF,HLY_DEWP_NORMAL_SF,HLY_DEWP_10PCTL_SF,HLY_DEWP_90PCTL_SF,HLY_PRES_NORMAL_SF,HLY_PRES_10PCTL_SF,HLY_PRES_90PCTL_SF,HLY_CLDH_NORMAL_SF,HLY_HTDH_NORMAL_SF,HLY_CLOD_PCTCLR_SF,HLY_CLOD_PCTFEW_SF,HLY_CLOD_PCTSCT_SF,HLY_CLOD_PCTBKN_SF,HLY_CLOD_PCTOVC_SF,HLY_HIDX_NORMAL_SF,HLY_WCHL_NORMAL_SF,HLY_WIND_AVGSPD_SF,HLY_WIND_PCTCLM_SF,HLY_WIND_VCTDIR_SF,HLY_WIND_VCTSPD_SF,HLY_WIND_1STDIR_SF,HLY_WIND_1STPCT_SF,HLY_WIND_2NDDIR_SF,HLY_WIND_2NDPCT_SF
12-16T21:00:00,51.2,46.0,57.0,43.9,35.1,52.0,1020.2,1012.5,1026.9,0.0,13.8,30.3,17.5,15.4,17.0,19.8,51.2,50.0,7.0,18.7,231.0,1.9,7.0,19.3,5.0,16.8
12-16T22:00:00,50.7,46.0,57.0,43.8,35.1,52.0,1020.4,1012.9,1027.2,0.0,14.3,30.0,14.8,11.8,21.6,21.8,50.7,49.5,6.4,22.4,226.0,1.4,4.0,15.6,5.0,15.4
12-16T23:00:00,50.2,45.0,57.0,43.7,35.1,52.0,1020.5,1013.0,1027.3,0.0,14.8,34.4,13.7,12.7,17.2,22.0,50.2,49.0,6.5,22.4,209.0,1.8,4.0,15.4,5.0,15.4
12-17T00:00:00,49.8,44.1,57.0,43.5,34.0,52.0,1020.4,1013.3,1027.2,0.0,15.2,33.6,14.2,10.2,18.8,23.2,49.8,48.5,6.6,22.9,199.0,1.7,4.0,19.4,5.0,14.9
12-17T01:00:00,49.5,44.1,57.0,43.4,35.1,53.1,1020.2,1012.6,1027.0,0.0,15.5,32.9,16.7,10.5,15.4,24.4,49.5,48.3,6.7,22.2,191.0,1.4,4.0,18.9,5.0,14.7
12-17T02:00:00,48.7,42.1,55.9,43.1,34.0,52.0,1020.3,1012.8,1027.0,0.0,16.3,31.8,17.4,10.4,15.4,25.0,48.7,47.2,6.5,24.4,188.0,1.5,4.0,19.7,7.0,13.5
12-17T03:00:00,48.3,42.1,55.9,42.9,34.0,53.1,1020.3,1012.8,1027.0,0.0,16.7,31.2,17.8,8.8,15.2,27.1,48.3,46.7,6.5,23.1,190.0,1.3,4.0,17.7,5.0,13.0
12-17T04:00:00,47.9,41.0,55.0,42.7,34.0,52.0,1020.1,1012.7,1026.8,0.0,17.1,26.7,16.6,8.0,17.3,31.4,47.9,46.3,6.3,22.9,182.0,1.2,4.0,19.0,7.0,13.6
12-17T05:00:00,47.7,41.0,55.0,42.7,33.1,52.0,1020.0,1012.6,1026.7,0.0,17.3,31.2,15.6,11.2,15.6,26.3,47.7,46.0,6.5,22.0,163.0,1.3,4.0,21.0,7.0,13.2
12-17T06:00:00,47.6,41.0,55.0,42.6,33.1,52.0,1020.2,1012.9,1026.8,0.0,17.4,27.6,17.2,14.3,16.4,24.5,47.6,45.9,6.4,22.2,161.0,1.2,4.0,19.8,7.0,12.8
12-17T07:00:00,47.9,42.1,55.0,42.9,34.0,52.0,1020.5,1012.9,1027.1,0.0,17.1,14.2,23.4,18.4,20.0,23.9,47.9,46.2,6.2,24.0,160.0,1.0,4.0,21.2,7.0,10.5
12-17T08:00:00,48.3,42.1,55.9,42.9,34.0,53.1,1020.8,1012.9,1027.4,0.0,16.7,11.4,18.5,14.4,32.9,22.8,48.3,46.5,6.6,20.0,147.0,1.6,4.0,23.7,5.0,14.7
12-17T09:00:00,50.1,45.0,55.9,43.5,34.0,53.1,1021.2,1013.5,1027.7,0.0,14.9,11.1,19.7,15.9,28.0,25.3,50.1,48.7,6.8,20.1,133.0,1.9,4.0,25.6,3.0,12.8
12-17T10:00:00,51.6,46.0,57.0,43.8,34.0,53.1,1021.6,1013.7,1028.3,0.0,13.4,9.8,20.4,15.5,27.6,26.7,51.6,50.6,7.3,17.1,102.0,1.7,3.0,23.2,4.0,18.8
12-17T11:00:00,52.8,48.0,57.9,43.9,35.1,53.1,1021.4,1013.5,1028.1,0.0,12.2,12.2,21.7,18.8,23.0,24.3,52.8,52.1,7.5,11.3,87.0,1.5,3.0,27.3,2.0,16.1
12-17T12:00:00,53.7,48.9,59.0,43.9,34.0,53.1,1020.7,1013.1,1027.2,0.0,11.3,13.1,18.0,16.1,27.9,24.9,53.7,53.3,7.8,10.0,70.0,0.7,2.0,22.1,3.0,21.4
12-17T13:00:00,54.6,50.0,60.1,43.8,33.1,53.1,1020.0,1012.5,1026.8,0.0,10.4,10.6,22.1,14.1,29.5,23.7,54.6,54.2,8.0,14.2,317.0,0.5,2.0,20.4,1.0,15.3
12-17T14:00:00,55.1,50.0,60.1,43.8,34.0,53.1,1019.6,1012.1,1026.4,0.0,9.9,9.9,24.7,12.9,30.6,22.0,55.1,54.8,8.0,16.2,281.0,1.1,2.0,19.2,1.0,15.0
12-17T15:00:00,55.4,51.1,60.1,43.7,33.1,52.0,1019.5,1012.2,1026.3,0.0,9.7,9.6,19.5,18.2,31.3,21.4,55.4,55.1,8.4,16.3,281.0,2.0,7.0,16.0,1.0,15.7
12-17T16:00:00,54.9,50.0,60.1,43.9,35.1,52.0,1019.5,1012.3,1026.2,0.0,10.1,8.3,17.2,14.7,34.0,25.7,54.9,54.6,8.2,18.7,275.0,2.6,7.0,19.4,1.0,15.3
12-17T17:00:00,53.7,48.9,57.9,44.0,36.0,52.0,1019.6,1012.2,1026.2,0.0,11.3,9.9,21.7,19.5,28.9,20.1,53.7,53.0,8.6,14.3,279.0,3.1,7.0,27.1,1.0,11.8
12-17T18:00:00,52.9,48.0,57.9,44.2,36.0,52.0,1019.7,1012.3,1026.5,0.0,12.1,15.8,23.6,17.4,23.1,20.0,52.9,52.0,8.3,11.8,269.0,2.8,7.0,28.1,5.0,11.4
12-17T19:00:00,52.1,48.0,57.0,44.2,36.0,52.0,1019.9,1012.3,1026.8,0.0,12.9,25.6,18.2,15.6,21.7,18.9,52.1,50.9,8.0,12.0,260.0,2.3,7.0,25.3,5.0,13.1
12-17T20:00:00,51.6,46.9,55.9,43.9,36.0,52.0,1020.1,1012.5,1027.0,0.0,13.4,29.6,18.0,15.2,19.0,18.3,51.6,50.4,7.4,17.1,252.0,1.8,7.0,22.4,5.0,13.3
12-17T21:00:00,51.0,46.0,55.9,43.7,36.0,52.0,1020.2,1012.5,1026.9,0.0,14.0,30.0,18.7,15.4,16.4,19.5,51.0,49.7,7.0,18.0,237.0,1.9,7.0,19.4,5.0,16.4
12-17T22:00:00,50.5,46.0,55.9,43.6,35.1,52.0,1020.4,1012.9,1027.3,0.0,14.5,29.8,15.7,11.6,21.4,21.6,50.5,49.2,6.5,21.8,238.0,1.2,7.0,14.9,5.0,14.9
12-17T23:00:00,49.9,44.1,55.9,43.4,35.1,52.0,1020.5,1012.8,1027.3,0.0,15.1,34.9,14.2,12.7,16.5,21.6,49.9,48.6,6.6,22.0,216.0,1.6,5.0,14.9,4.0,14.9
12-18T00:00:00,49.6,44.1,55.9,43.3,35.1,52.0,1020.4,1012.9,1027.3,0.0,15.4,33.5,14.7,11.2,18.5,22.1,49.6,48.2,6.6,23.1,204.0,1.5,4.0,18.9,5.0,14.5
12-18T01:00:00,49.3,44.1,55.9,43.1,34.0,51.1,1020.2,1012.6,1027.0,0.0,15.7,32.7,18.1,10.5,15.1,23.7,49.3,47.9,6.6,22.9,196.0,1.2,4.0,18.4,5.0,13.3
12-18T02:00:00,48.4,42.1,55.9,42.8,34.0,52.0,1020.3,1012.6,1027.0,0.0,16.6,31.5,18.3,10.3,15.2,24.5,48.4,46.8,6.5,25.1,194.0,1.2,4.0,19.2,7.0,13.2
12-18T03:00:00,48.0,41.0,55.0,42.6,34.0,52.0,1020.3,1012.8,1027.0,0.0,17.0,31.3,18.6,8.4,15.3,26.5,48.0,46.3,6.5,23.8,194.0,1.0,4.0,17.5,5.0,12.4
12-18T04:00:00,47.6,41.0,55.0,42.3,33.1,52.0,1020.1,1012.7,1026.8,0.0,17.4,26.4,17.7,8.4,17.7,29.8,47.6,45.9,6.3,22.7,184.0,1.0,4.0,19.0,7.0,14.0
12-18T05:00:00,47.4,41.0,55.0,42.3,33.1,52.0,1020.0,1012.6,1026.7,0.0,17.6,30.7,16.0,12.4,16.5,24.3,47.4,45.6,6.5,22.4,163.0,1.1,4.0,21.8,7.0,13.6
12-18T06:00:00,47.4,41.0,54.0,42.3,33.1,52.0,1020.2,1012.5,1026.8,0.0,17.6,27.2,18.3,14.1,16.7,23.7,47.4,45.6,6.3,22.0,162.0,1.1,4.0,19.2,7.0,12.7
12-18T07:00:00,47.6,42.1,55.0,42.5,34.0,52.0,1020.5,1012.7,1027.1,0.0,17.4,14.4,23.6,18.3,20.4,23.3,47.6,45.8,6.1,24.2,156.0,0.9,4.0,21.0,7.0,10.5
12-18T08:00:00,48.0,42.1,55.0,42.6,34.0,52.0,1020.8,1012.9,1027.4,0.0,17.0,11.9,19.0,13.8,32.0,23.3,48.0,46.2,6.5,20.9,145.0,1.5,4.0,24.0,5.0,14.5
12-18T09:00:00,49.8,45.0,55.0,43.2,34.0,52.0,1021.2,1013.4,1027.7,0.0,15.2,12.0,18.7,15.8,28.3,25.1,49.8,48.3,6.7,19.6,128.0,1.8,4.0,26.2,3.0,13.2
12-18T10:00:00,51.3,46.0,55.9,43.4,34.0,53.1,1021.6,1013.5,1028.3,0.0,13.7,10.9,19.1,15.6,28.8,25.6,51.3,50.2,7.2,17.6,97.0,1.6,3.0,23.4,4.0,19.3
12-18T11:00:00,52.5,48.0,57.0,43.6,34.0,52.0,1021.4,1013.4,1028.1,0.0,12.5,13.2,21.1,18.5,22.7,24.5,52.5,51.7,7.5,11.1,81.0,1.6,3.0,27.7,2.0,16.4
12-18T12:00:00,53.5,48.0,57.9,43.6,34.0,53.1,1020.7,1013.0,1027.2,0.0,11.5,14.4,17.6,14.9,28.7,24.5,53.5,52.9,7.8,10.0,67.0,0.9,3.0,22.9,2.0,20.9
12-18T13:00:00,54.3,48.9,59.0,43.4,34.0,52.0,1020.0,1012.4,1026.8,0.0,10.7,10.9,21.5,14.6,28.7,24.2,54.3,53.9,8.0,14.2,342.0,0.7,2.0,20.9,1.0,15.7
12-18T14:00:00,54.9,50.0,59.0,43.5,34.0,52.0,1019.6,1012.0,1026.4,0.0,10.1,11.0,23.1,13.7,30.3,22.0,54.9,54.5,8.0,14.9,301.0,0.9,2.0,20.7,1.0,15.6
12-18T15:00:00,55.1,50.0,60.1,43.4,34.0,52.0,1019.5,1012.2,1026.4,0.0,9.9,11.0,18.2,18.2,30.8,21.7,55.1,54.8,8.3,16.5,288.0,1.7,2.0,16.1,1.0,15.6
12-18T16:00:00,54.7,50.0,59.0,43.6,35.1,52.0,1019.5,1012.2,1026.3,0.0,10.3,9.4,16.4,14.5,34.1,25.6,54.7,54.3,8.1,19.3,277.0,2.5,7.0,18.8,1.0,15.1
12-18T17:00:00,53.5,48.9,57.9,43.7,36.0,52.0,1019.5,1012.0,1026.2,0.0,11.5,11.2,20.3,19.8,28.1,20.6,53.5,52.8,8.5,15.4,280.0,3.0,7.0,25.5,2.0,11.5
12-18T18:00:00,52.7,48.0,57.0,43.9,36.0,52.0,1019.7,1012.3,1026.5,0.0,12.3,16.4,22.7,17.0,22.5,21.4,52.7,51.8,8.3,12.0,271.0,2.6,7.0,26.3,5.0,12.2
12-18T19:00:00,52.0,46.9,57.0,43.9,36.0,51.3,1019.9,1012.6,1026.8,0.0,13.0,25.6,18.2,15.3,21.0,19.9,52.0,50.7,8.0,11.6,263.0,2.1,7.0,24.5,5.0,12.9
12-18T20:00:00,51.4,46.9,55.9,43.6,36.0,51.1,1020.1,1012.7,1027.1,0.0,13.6,29.6,18.1,15.8,17.6,18.9,51.4,50.2,7.4,16.9,258.0,1.8,7.0,21.9,5.0,12.8
12-18T21:00:00,50.8,46.0,55.9,43.4,35.1,51.1,1020.2,1012.6,1026.9,0.0,14.2,30.7,17.3,15.5,16.2,20.3,50.8,49.5,7.1,18.0,242.0,1.8,7.0,18.8,5.0,16.1
12-18T22:00:00,50.3,45.0,55.9,43.3,35.1,51.1,1020.4,1012.9,1027.3,0.0,14.7,30.5,15.5,10.5,21.4,22.3,50.3,49.0,6.6,22.2,245.0,1.2,7.0,14.9,5.0,13.7
12-18T23:00:00,49.8,44.1,55.9,43.1,35.1,52.0,1020.5,1013.0,1027.4,0.0,15.2,35.3,14.2,11.7,16.2,22.6,49.8,48.4,6.6,21.8,215.0,1.4,4.0,14.9,5.0,14.8
12-19T00:00:00,49.4,44.1,55.9,43.0,34.0,51.1,1020.4,1012.9,1027.3,0.0,15.6,33.8,14.1,11.4,17.9,22.7,49.4,48.0,6.5,22.9,204.0,1.5,4.0,18.8,5.0,14.9
12-19T01:00:00,49.1,43.0,55.9,42.9,34.0,51.1,1020.3,1012.6,1027.1,0.0,15.9,33.0,17.0,10.4,15.2,24.4,49.1,47.7,6.6,22.9,201.0,1.2,4.0,17.2,5.0,13.3
12-19T02:00:00,48.2,42.1,55.0,42.6,34.0,52.0,1020.3,1012.6,1027.0,0.0,16.8,31.8,17.7,11.0,14.9,24.6,48.2,46.6,6.6,24.0,200.0,1.0,4.0,18.7,7.0,13.1
12-19T03:00:00,47.8,41.0,55.0,42.3,34.0,51.1,1020.4,1012.7,1027.0,0.0,17.2,31.9,18.5,7.6,15.7,26.3,47.8,46.1,6.5,23.6,203.0,1.0,4.0,17.0,5.0,12.0
12-19T04:00:00,47.4,41.0,55.0,42.1,33.1,51.1,1020.2,1012.7,1026.8,0.0,17.6,27.3,17.3,8.2,17.5,29.6,47.4,45.6,6.4,21.4,192.0,0.9,4.0,18.9,7.0,14.5
12-19T05:00:00,47.3,39.9,54.0,42.0,33.1,51.1,1020.1,1012.5,1026.7,0.0,17.7,31.0,16.7,11.3,16.7,24.4,47.3,45.5,6.5,22.4,165.0,1.0,4.0,21.3,7.0,13.2
12-19T06:00:00,47.2,41.0,54.0,42.0,33.1,51.1,1020.3,1012.5,1026.9,0.0,17.8,27.8,18.4,14.3,16.1,23.5,47.2,45.4,6.2,22.4,163.0,1.0,4.0,19.0,7.0,12.1
12-19T07:00:00,47.4,41.0,55.0,42.2,34.0,51.1,1020.6,1012.7,1027.1,0.0,17.6,15.0,23.6,17.1,21.2,23.1,47.4,45.7,6.1,24.4,152.0,0.9,4.0,20.8,5.0,10.3
12-19T08:00:00,47.8,42.1,55.0,42.3,33.1,52.0,1020.9,1012.9,1027.4,0.0,17.2,12.9,19.1,12.9,32.3,22.8,47.8,46.0,6.5,20.2,142.0,1.6,4.0,23.1,5.0,15.4
12-19T09:00:00,49.6,45.0,55.0,43.0,34.0,52.0,1021.4,1013.5,1027.7,0.0,15.4,13.0,18.8,15.9,27.3,24.9,49.6,48.1,6.8,20.1,126.0,1.8,4.0,25.1,3.0,14.3
12-19T10:00:00,51.2,46.0,55.9,43.2,34.0,52.0,1021.8,1013.6,1028.3,0.0,13.8,11.4,19.3,15.1,28.8,25.3,51.2,50.0,7.3,17.1,94.0,1.7,3.0,22.8,4.0,20.1
12-19T11:00:00,52.3,46.9,57.0,43.3,34.0,52.0,1021.6,1013.4,1028.0,0.0,12.7,14.4,20.4,17.3,23.0,24.9,52.3,51.6,7.5,12.0,81.0,1.7,3.0,27.6,2.0,16.1
12-19T12:00:00,53.3,48.0,57.9,43.4,34.0,52.0,1020.8,1013.0,1027.2,0.0,11.7,14.9,18.6,13.6,29.1,23.8,53.3,52.7,7.8,9.8,70.0,1.0,3.0,22.4,2.0,21.8
12-19T13:00:00,54.2,48.9,59.0,43.2,33.1,52.0,1020.1,1012.5,1026.8,0.0,10.8,10.8,21.7,14.3,28.8,24.3,54.2,53.7,7.9,14.0,358.0,0.6,2.0,20.6,1.0,15.9
12-19T14:00:00,54.8,50.0,59.0,43.3,34.0,52.0,1019.7,1012.2,1026.4,0.0,10.2,11.2,22.9,13.3,30.1,22.6,54.8,54.4,8.1,14.2,307.0,0.9,2.0,20.9,1.0,16.3
12-19T15:00:00,55.1,50.0,60.1,43.2,33.1,52.0,1019.6,1012.2,1026.3,0.0,10.0,11.4,18.6,17.3,30.9,21.8,55.1,54.7,8.3,17.1,292.0,1.6,1.0,16.2,2.0,15.5
12-19T16:00:00,54.6,50.0,59.0,43.4,34.0,52.0,1019.6,1012.4,1026.2,0.0,10.4,10.1,16.3,14.7,34.3,24.6,54.6,54.2,8.1,18.7,278.0,2.4,7.0,19.0,1.0,15.3
12-19T17:00:00,53.4,48.9,57.9,43.6,36.0,52.0,1019.7,1012.3,1026.2,0.0,11.6,11.9,20.4,19.6,27.3,20.7,53.4,52.7,8.4,15.2,282.0,2.7,7.0,25.2,2.0,12.0
12-19T18:00:00,52.6,48.0,57.0,43.8,36.0,51.1,1019.9,1012.5,1026.5,0.0,12.4,16.8,22.3,16.6,22.3,22.0,52.6,51.6,8.4,11.8,274.0,2.6,7.0,26.7,5.0,12.0
12-19T19:00:00,51.9,46.9,57.0,43.7,36.0,51.1,1020.1,1012.8,1026.8,0.0,13.1,26.3,18.0,14.4,21.3,20.0,51.9,50.6,8.1,12.4,264.0,2.1,7.0,24.4,5.0,12.2
12-19T20:00:00,51.3,46.9,55.9,43.4,36.0,51.1,1020.2,1012.7,1027.1,0.0,13.7,30.4,16.7,15.7,18.2,19.0,51.3,50.0,7.5,16.7,257.0,1.7,7.0,21.4,5.0,12.8
12-19T21:00:00,50.7,46.0,55.9,43.2,35.1,51.1,1020.4,1012.7,1027.0,0.0,14.3,31.1,17.0,15.0,16.3,20.6,50.7,49.4,7.2,18.0,243.0,1.7,7.0,17.9,5.0,15.7
12-19T22:00:00,50.1,45.0,55.9,43.0,35.1,51.1,1020.6,1013.0,1027.4,0.0,14.9,30.7,15.5,10.7,21.6,21.6,50.1,48.8,6.5,21.8,243.0,1.0,7.0,14.7,4.0,13.8
12-19T23:00:00,49.6,44.1,55.0,42.8,34.0,51.1,1020.7,1013.4,1027.4,0.0,15.4,35.2,14.4,11.9,16.5,22.0,49.6,48.2,6.4,24.2,213.0,1.2,4.0,14.4,5.0,13.9
12-20T00:00:00,49.2,43.0,55.0,42.7,34.0,51.1,1020.6,1012.9,1027.3,0.0,15.8,33.4,14.3,11.6,17.6,23.1,49.2,47.8,6.3,23.1,194.0,1.4,4.0,19.3,5.0,14.8
12-20T01:00:00,48.9,43.0,55.9,42.6,34.0,51.1,1020.4,1012.6,1027.2,0.0,16.1,32.5,17.4,10.1,15.9,24.2,48.9,47.5,6.5,23.1,189.0,1.1,4.0,18.2,5.0,13.1
12-20T02:00:00,48.0,42.1,55.0,42.2,33.1,51.1,1020.5,1012.6,1027.2,0.0,17.0,31.2,18.3,11.2,15.5,23.9,48.0,46.3,6.5,23.6,190.0,0.9,4.0,18.0,7.0,12.3
12-20T03:00:00,47.6,41.0,54.0,42.0,33.1,51.1,1020.6,1012.8,1027.1,0.0,17.4,31.2,18.8,8.2,15.8,26.0,47.6,45.8,6.4,23.1,201.0,0.8,4.0,16.8,5.0,12.2
12-20T04:00:00,47.2,41.0,54.0,41.8,33.1,51.1,1020.4,1012.8,1026.9,0.0,17.8,27.3,17.8,8.0,18.0,28.9,47.2,45.4,6.2,22.7,192.0,0.7,4.0,18.7,7.0,14.7
12-20T05:00:00,47.0,39.9,54.0,41.7,33.1,51.1,1020.3,1012.6,1026.9,0.0,18.0,30.5,17.3,10.9,17.3,24.1,47.0,45.2,6.3,23.6,164.0,0.9,4.0,19.8,7.0,13.2
12-20T06:00:00,47.0,39.9,54.0,41.6,33.1,51.1,1020.5,1012.9,1027.0,0.0,18.0,27.8,19.2,14.1,16.2,22.7,47.0,45.1,6.1,22.7,167.0,1.0,4.0,18.7,7.0,12.3
12-20T07:00:00,47.2,41.0,54.0,41.9,33.1,50.0,1020.8,1012.9,1027.3,0.0,17.8,14.7,25.4,16.2,20.8,22.9,47.2,45.4,6.0,25.3,144.0,0.9,4.0,21.0,5.0,9.9
12-20T08:00:00,47.6,41.0,55.0,42.0,33.1,51.1,1021.0,1013.2,1027.4,0.0,17.4,12.4,20.5,12.7,31.8,22.6,47.6,45.7,6.3,21.6,142.0,1.5,4.0,23.6,5.0,15.2
12-20T09:00:00,49.4,44.1,55.0,42.7,34.0,51.1,1021.5,1013.5,1027.9,0.0,15.6,13.0,19.6,16.7,25.7,24.9,49.4,47.8,6.7,20.5,121.0,1.9,4.0,26.5,3.0,14.9
12-20T10:00:00,51.0,46.0,55.9,42.9,34.0,51.1,1021.9,1013.7,1028.4,0.0,14.0,11.1,20.6,14.8,28.3,25.1,51.0,49.7,7.2,17.6,92.0,1.7,3.0,23.8,4.0,20.3
12-20T11:00:00,52.2,46.9,57.0,43.0,34.0,52.0,1021.7,1013.5,1028.3,0.0,12.8,13.8,20.9,17.5,23.8,24.0,52.2,51.4,7.3,13.1,78.0,1.7,3.0,27.4,2.0,15.9
12-20T12:00:00,53.2,48.0,57.9,43.1,34.0,52.0,1020.9,1013.2,1027.4,0.0,11.8,14.7,19.4,13.4,29.6,23.0,53.2,52.5,7.7,9.8,68.0,1.0,3.0,22.9,2.0,21.4
12-20T13:00:00,54.1,48.9,59.0,43.0,33.1,52.0,1020.2,1012.4,1026.8,0.0,10.9,10.8,21.9,14.8,29.0,23.5,54.1,53.6,8.0,13.1,360.0,0.7,2.0,20.8,1.0,17.1
12-20T14:00:00,54.7,50.0,59.0,43.1,34.0,52.0,1019.8,1012.2,1026.4,0.0,10.4,11.4,23.1,13.5,28.6,23.3,54.7,54.2,8.1,14.2,314.0,0.9,2.0,20.2,1.0,17.2
12-20T15:00:00,54.9,50.0,60.1,43.1,33.1,52.0,1019.7,1012.2,1026.4,0.0,10.1,11.7,18.1,17.8,29.8,22.6,54.9,54.5,8.1,18.3,296.0,1.6,1.0,17.0,2.0,14.7
12-20T16:00:00,54.5,50.0,59.0,43.3,35.1,52.0,1019.7,1012.4,1026.3,0.0,10.5,10.3,15.9,14.9,33.8,25.1,54.5,54.1,8.0,19.1,281.0,2.2,7.0,18.8,1.0,15.0
12-20T17:00:00,53.3,48.9,57.9,43.4,36.0,51.1,1019.8,1012.6,1026.5,0.0,11.7,12.0,20.3,19.3,27.5,20.9,53.3,52.6,8.4,15.2,285.0,2.6,7.0,24.4,2.0,12.2
12-20T18:00:00,52.5,48.0,57.0,43.6,36.0,51.1,1019.9,1012.6,1026.7,0.0,12.5,17.0,21.9,16.5,22.4,22.2,52.5,51.5,8.3,12.4,274.0,2.5,7.0,26.0,5.0,12.4
12-20T19:00:00,51.8,46.9,55.9,43.6,36.0,51.1,1020.1,1012.8,1027.0,0.0,13.2,27.7,17.8,13.5,20.8,20.3,51.8,50.4,8.0,12.9,265.0,2.0,7.0,24.3,5.0,12.7
12-20T20:00:00,51.2,46.9,55.9,43.2,36.0,51.1,1020.3,1012.8,1027.1,0.0,13.8,31.4,15.8,15.3,17.1,20.4,51.2,49.9,7.4,17.1,260.0,1.6,7.0,21.4,4.0,13.6
12-20T21:00:00,50.6,46.0,55.9,43.0,35.1,51.1,1020.5,1012.9,1027.3,0.0,14.4,31.5,17.8,14.2,14.8,21.8,50.6,49.2,7.2,18.2,245.0,1.7,7.0,18.3,5.0,16.2
12-20T22:00:00,50.0,45.0,55.0,42.8,35.1,51.1,1020.6,1013.0,1027.5,0.0,15.0,31.5,15.9,10.2,20.2,22.2,50.0,48.6,6.6,22.4,246.0,0.9,4.0,15.6,7.0,15.1
12-20T23:00:00,49.4,44.1,55.0,42.6,34.0,51.1,1020.7,1013.4,1027.6,0.0,15.6,36.5,14.4,11.4,16.2,21.5,49.4,48.0,6.5,24.4,209.0,1.0,4.0,15.8,5.0,13.7
12-21T00:00:00,49.0,43.0,55.0,42.5,34.0,51.1,1020.7,1012.9,1027.6,0.0,16.0,34.7,14.1,11.1,16.6,23.6,49.0,47.6,6.3,23.1,189.0,1.3,4.0,19.3,5.0,15.0
12-21T01:00:00,48.8,43.0,55.0,42.5,34.0,51.1,1020.5,1012.5,1027.4,0.0,16.2,33.9,16.1,10.3,15.1,24.6,48.8,47.3,6.5,23.6,179.0,1.1,4.0,18.0,5.0,14.0
12-21T02:00:00,47.8,42.1,55.0,42.0,33.1,51.1,1020.5,1012.4,1027.5,0.0,17.2,32.4,18.0,10.6,14.9,24.1,47.8,46.1,6.5,24.0,182.0,0.8,4.0,17.5,7.0,12.2
12-21T03:00:00,47.5,41.0,54.0,41.9,33.1,51.1,1020.6,1012.7,1027.3,0.0,17.5,32.2,18.8,7.8,16.0,25.2,47.5,45.6,6.4,23.3,192.0,0.8,4.0,16.4,5.0,13.1
12-21T04:00:00,47.1,41.0,54.0,41.6,33.1,51.1,1020.4,1012.7,1027.2,0.0,17.9,29.0,17.1,7.8,17.6,28.5,47.1,45.2,6.2,22.7,179.0,0.7,4.0,19.2,7.0,13.9
12-21T05:00:00,46.9,39.9,54.0,41.5,33.1,51.1,1020.3,1012.5,1027.0,0.0,18.1,32.0,16.8,10.4,17.3,23.6,46.9,45.1,6.3,24.7,158.0,0.9,4.0,19.3,7.0,12.8
12-21T06:00:00,46.8,39.9,54.0,41.4,33.1,50.0,1020.5,1012.3,1027.1,0.0,18.2,28.7,18.6,14.1,16.1,22.4,46.8,45.0,6.0,23.6,164.0,1.0,4.0,18.7,5.0,12.1
12-21T07:00:00,47.1,41.0,54.0,41.7,33.1,50.0,1020.8,1012.7,1027.4,0.0,17.9,15.9,24.9,15.9,20.5,22.8,47.1,45.3,6.0,26.0,140.0,0.9,4.0,21.5,5.0,9.9
12-21T08:00:00,47.4,41.0,54.0,41.8,33.1,50.0,1021.0,1012.6,1027.6,0.0,17.6,13.3,20.3,13.1,30.1,23.2,47.4,45.6,6.3,23.3,139.0,1.4,4.0,22.1,5.0,15.0
12-21T09:00:00,49.3,44.1,55.0,42.5,34.0,51.1,1021.5,1013.5,1028.1,0.0,15.7,13.3,19.1,17.2,25.6,24.8,49.3,47.7,6.6,22.1,120.0,1.8,4.0,25.7,3.0,14.9
12-21T10:00:00,50.9,46.0,55.9,42.7,33.1,51.1,1021.9,1013.5,1028.7,0.0,14.1,12.0,20.1,14.8,28.4,24.7,50.9,49.6,7.2,17.6,92.0,1.7,3.0,23.8,4.0,20.6
12-21T11:00:00,52.0,46.9,57.0,42.9,34.0,51.1,1021.7,1013.4,1028.4,0.0,13.0,14.2,21.4,16.5,24.3,23.5,52.0,51.2,7.3,13.3,76.0,1.7,3.0,26.9,2.0,16.3
12-21T12:00:00,53.0,48.0,57.9,43.0,34.0,51.1,1020.9,1012.7,1027.5,0.0,12.0,15.0,20.2,13.0,28.5,23.3,53.0,52.4,7.7,9.6,69.0,1.1,3.0,23.8,2.0,21.5
12-21T13:00:00,53.9,48.9,59.0,42.9,33.1,52.0,1020.2,1012.0,1026.9,0.0,11.1,11.2,22.5,14.4,28.2,23.8,53.9,53.3,7.9,13.3,12.0,0.9,2.0,21.8,1.0,17.3
12-21T14:00:00,54.5,50.0,59.0,43.0,34.0,51.1,1019.7,1011.7,1026.5,0.0,10.5,12.0,23.3,13.1,27.2,24.3,54.5,54.0,8.0,14.9,334.0,1.0,2.0,20.8,1.0,17.9
12-21T15:00:00,54.8,50.0,60.1,43.0,33.1,52.0,1019.7,1012.1,1026.4,0.0,10.2,12.4,18.0,17.7,29.6,22.2,54.8,54.4,8.0,18.7,307.0,1.5,1.0,17.4,2.0,15.5
