date,HLY_TEMP_NORMAL_SF,HLY_TEMP_10PCTL_SF,HLY_TEMP_90PCTL_SF,HLY_DEWP_NORMAL_SF,HLY_DEWP_10PCTL_SF,HLY_DEWP_90PCTL_SF,HLY_PRES_NORMAL_SF,HLY_PRES_10PCTL_SF,HLY_PRES_90PCTL_SF,HLY_CLDH_NORMAL_SF,HLY_HTDH_NORMAL_SF,HLY_CLOD_PCTCLR_SF,HLY_CLOD_PCTFEW_SF,HLY_CLOD_PCTSCT_SF,HLY_CLOD_PCTBKN_SF,HLY_CLOD_PCTOVC_SF,HLY_HIDX_NORMAL_SF,HLY_WCHL_NORMAL_SF,HLY_WIND_AVGSPD_SF,HLY_WIND_PCTCLM_SF,HLY_WIND_VCTDIR_SF,HLY_WIND_VCTSPD_SF,HLY_WIND_1STDIR_SF,HLY_WIND_1STPCT_SF,HLY_WIND_2NDDIR_SF,HLY_WIND_2NDPCT_SF
01-05T19:00:00,51.8,46.9,57.0,44.7,36.0,51.1,1019.2,1010.5,1025.6,0.0,13.2,19.2,20.7,16.4,18.7,25.1,51.8,50.7,7.6,17.8,258.0,2.2,7.0,25.5,4.0,13.4
01-05T20:00:00,51.3,46.9,55.9,44.5,37.0,51.1,1019.4,1010.8,1025.8,0.0,13.7,21.7,20.7,14.8,19.4,23.3,51.3,50.1,7.1,19.8,241.0,1.5,7.0,20.5,4.0,13.5
01-05T21:00:00,50.8,46.9,55.0,44.4,36.0,51.1,1019.6,1011.0,1026.0,0.0,14.2,24.7,18.9,13.3,20.2,23.0,50.8,49.6,6.9,19.4,209.0,1.5,7.0,19.7,4.0,16.8
01-05T22:00:00,50.2,46.0,55.0,44.4,36.0,51.1,1019.8,1011.5,1026.2,0.0,14.8,21.8,18.6,10.2,23.7,25.8,50.2,48.9,6.5,23.8,208.0,1.6,4.0,16.4,7.0,15.6
01-05T23:00:00,49.8,45.0,55.0,44.4,36.0,51.1,1019.9,1011.4,1026.2,0.0,15.2,25.4,18.6,12.5,19.3,24.2,49.8,48.5,6.6,24.9,208.0,1.4,4.0,15.3,7.0,14.1
01-06T00:00:00,49.3,44.1,54.0,44.2,36.0,51.1,1019.8,1011.4,1026.3,0.0,15.7,25.4,17.5,11.9,18.8,26.4,49.3,47.9,6.5,23.2,201.0,1.1,5.0,14.5,7.0,13.3
01-06T01:00:00,49.0,44.1,54.0,44.0,36.0,51.1,1019.7,1011.0,1026.3,0.0,16.0,25.8,15.6,11.8,18.7,28.1,49.0,47.6,6.3,27.2,207.0,1.1,5.0,13.2,4.0,12.9
01-06T02:00:00,48.2,43.0,54.0,43.6,35.1,51.1,1019.8,1011.0,1026.3,0.0,16.8,27.7,13.8,11.3,16.2,31.0,48.2,46.6,6.3,22.3,180.0,1.2,4.0,15.4,5.0,13.9
01-06T03:00:00,47.9,42.1,54.0,43.4,35.1,51.1,1019.8,1010.9,1026.4,0.0,17.1,25.8,16.2,9.8,16.8,31.4,47.9,46.3,6.1,25.6,170.0,1.1,4.0,15.1,5.0,13.3
01-06T04:00:00,47.4,41.0,54.0,43.1,35.1,51.1,1019.6,1010.5,1026.4,0.0,17.6,21.8,14.2,11.6,18.8,33.6,47.4,45.8,5.8,28.1,170.0,1.0,4.0,16.0,5.0,11.4
01-06T05:00:00,47.2,39.9,54.0,42.9,34.0,51.1,1019.5,1010.2,1026.2,0.0,17.8,23.2,14.7,13.7,15.8,32.6,47.2,45.3,6.1,21.6,173.0,1.0,4.0,15.6,5.0,13.3
01-06T06:00:00,47.2,39.9,53.1,43.0,35.1,51.1,1019.7,1010.5,1026.4,0.0,17.8,21.5,14.7,13.4,18.9,31.5,47.2,45.4,5.9,27.4,140.0,0.9,4.0,18.2,5.0,10.1
01-06T07:00:00,47.3,41.0,53.1,43.1,35.1,51.1,1020.0,1011.0,1026.6,0.0,17.7,11.3,20.8,14.0,22.6,31.3,47.3,45.4,6.2,24.5,150.0,1.3,4.0,18.7,5.0,14.8
01-06T08:00:00,47.7,41.0,54.0,43.2,35.1,51.1,1020.3,1011.3,1027.1,0.0,17.3,9.6,16.9,13.7,27.3,32.5,47.7,45.9,6.4,25.2,140.0,1.8,4.0,23.9,5.0,10.3
01-06T09:00:00,49.4,44.1,54.0,43.9,36.0,51.1,1020.7,1011.7,1027.4,0.0,15.6,9.6,16.9,13.7,24.950000000000003,32.3,49.4,47.8,6.5,23.2,125.0,1.8,4.0,24.3,3.0,13.1
01-06T10:00:00,50.8,46.0,55.9,44.2,36.0,52.0,1021.2,1012.4,1027.8,0.0,14.2,7.3,13.8,12.9,32.1,34.0,50.8,49.6,7.0,18.4,106.0,1.9,3.0,20.1,4.0,19.5
01-06T11:00:00,51.8,46.9,57.2,44.3,36.0,51.1,1021.1,1012.5,1027.7,0.0,13.2,7.3,19.1,15.3,28.0,30.4,51.8,50.8,7.5,11.2,91.0,1.9,3.0,23.3,2.0,19.1
01-06T12:00:00,52.7,48.0,57.9,44.5,36.0,52.0,1020.3,1012.2,1026.8,0.0,12.3,8.8,18.1,14.4,27.5,31.2,52.7,52.0,7.8,12.1,79.0,1.1,3.0,20.7,2.0,20.1
01-06T13:00:00,53.6,48.9,57.9,44.3,35.1,52.0,1019.5,1011.3,1026.0,0.0,11.5,8.9,18.9,15.4,28.4,28.4,53.6,53.0,8.0,15.4,48.0,0.4,1.0,20.1,2.0,17.3
01-06T14:00:00,54.1,48.9,59.0,44.4,35.1,52.0,1019.1,1010.8,1025.4,0.0,10.9,7.2,21.0,15.6,28.1,28.1,54.1,53.7,7.9,17.8,310.0,0.7,1.0,18.6,2.0,18.6
01-06T15:00:00,54.5,50.0,59.0,44.4,35.1,52.0,1019.0,1010.7,1025.3,0.0,10.6,8.3,18.7,15.5,29.1,28.3,54.5,54.1,7.8,20.5,286.0,1.1,1.0,20.9,7.0,13.9
01-06T16:00:00,54.3,50.0,59.0,44.5,35.1,51.1,1019.0,1010.3,1025.3,0.0,10.7,7.7,15.9,15.2,34.3,27.0,54.3,53.8,8.1,22.7,276.0,2.0,7.0,18.4,1.0,17.5
01-06T17:00:00,53.3,48.9,57.9,44.6,36.0,51.1,1019.0,1010.5,1025.3,0.0,11.7,8.1,15.7,19.3,29.8,27.2,53.3,52.7,8.1,20.4,270.0,2.4,7.0,22.2,1.0,14.5
01-06T18:00:00,52.6,48.0,57.0,44.7,36.0,51.1,1019.2,1010.6,1025.6,0.0,12.4,10.7,20.1,19.8,25.5,24.0,52.6,51.6,7.9,18.2,263.0,2.5,7.0,27.1,4.0,12.0
01-06T19:00:00,51.9,46.9,57.0,44.7,36.0,51.1,1019.4,1010.7,1025.6,0.0,13.1,19.3,20.6,17.0,19.8,23.2,51.9,50.8,7.5,18.0,258.0,2.1,7.0,25.1,4.0,12.9
01-06T20:00:00,51.3,46.9,55.9,44.5,37.0,51.1,1019.6,1011.1,1025.8,0.0,13.7,22.1,20.6,15.8,19.8,21.6,51.3,50.2,7.2,18.9,241.0,1.5,7.0,20.5,4.0,14.2
01-06T21:00:00,50.9,46.0,55.0,44.4,36.0,51.1,1019.8,1011.3,1026.0,0.0,14.1,25.0,19.4,13.8,20.4,21.4,50.9,49.7,6.8,18.9,204.0,1.4,7.0,18.6,4.0,17.3
01-06T22:00:00,50.3,46.0,55.0,44.3,36.0,51.1,1020.0,1011.6,1026.2,0.0,14.7,21.7,18.9,10.8,24.2,24.4,50.3,49.0,6.5,24.9,201.0,1.6,4.0,16.2,7.0,14.2
01-06T23:00:00,49.9,45.0,55.0,44.4,36.0,51.1,1020.1,1011.7,1026.4,0.0,15.1,25.4,19.3,12.9,18.8,23.6,49.9,48.6,6.5,25.4,202.0,1.3,4.0,15.1,7.0,13.3
01-07T00:00:00,49.3,44.1,54.0,44.2,36.0,51.1,1020.0,1011.5,1026.5,0.0,15.7,24.6,18.7,12.2,19.0,25.6,49.3,47.9,6.4,23.8,198.0,1.1,5.0,13.9,7.0,12.9
01-07T01:00:00,49.0,44.1,54.0,44.0,36.0,51.1,1019.8,1011.0,1026.4,0.0,16.0,26.0,15.6,11.5,19.9,27.0,49.0,47.6,6.3,27.4,204.0,1.0,4.0,13.2,5.0,13.0
01-07T02:00:00,48.2,43.0,54.0,43.6,35.1,51.1,1019.9,1011.0,1026.4,0.0,16.8,28.3,14.0,10.7,16.1,30.9,48.2,46.6,6.3,22.9,177.0,1.1,4.0,15.4,5.0,13.5
01-07T03:00:00,47.8,42.1,54.0,43.3,35.1,51.1,1020.0,1010.9,1026.5,0.0,17.2,26.3,16.5,9.5,15.7,32.0,47.8,46.3,6.1,25.8,170.0,1.1,4.0,15.6,5.0,12.9
01-07T04:00:00,47.4,41.0,54.0,43.1,35.1,51.1,1019.8,1010.5,1026.4,0.0,17.6,21.8,15.1,10.2,18.6,34.3,47.4,45.7,5.8,28.5,171.0,1.0,4.0,16.5,5.0,11.8
01-07T05:00:00,47.2,39.9,54.0,42.9,34.0,51.1,1019.7,1010.2,1026.3,0.0,17.8,23.1,15.2,13.1,15.7,32.8,47.2,45.3,6.0,22.7,175.0,1.1,4.0,15.4,5.0,13.8
01-07T06:00:00,47.1,39.9,53.1,43.0,35.1,51.1,1019.9,1010.5,1026.5,0.0,17.9,21.4,15.3,12.9,19.3,31.1,47.1,45.3,5.8,29.0,140.0,0.9,4.0,18.1,5.0,9.3
01-07T07:00:00,47.3,41.0,53.1,43.0,35.1,51.1,1020.2,1011.0,1026.9,0.0,17.7,11.4,21.4,12.7,23.5,31.1,47.3,45.3,6.2,24.9,149.0,1.4,4.0,18.2,5.0,14.4
01-07T08:00:00,47.6,41.0,54.0,43.2,35.1,51.1,1020.5,1011.3,1027.2,0.0,17.4,10.2,17.3,12.9,26.9,32.7,47.6,45.9,6.3,25.6,139.0,1.8,4.0,24.4,5.0,9.3
01-07T09:00:00,49.3,44.1,54.0,43.8,36.0,51.1,1020.9,1011.7,1027.6,0.0,15.7,10.2,17.3,12.9,25.2,32.4,49.3,47.8,6.4,23.7,123.0,2.0,4.0,24.0,3.0,13.5
01-07T10:00:00,50.7,46.0,55.9,44.1,35.1,51.1,1021.3,1012.2,1028.0,0.0,14.3,7.2,14.5,12.9,31.3,34.1,50.7,49.5,6.9,19.3,108.0,1.9,3.0,20.6,4.0,18.5
01-07T11:00:00,51.8,46.9,57.0,44.2,36.0,51.1,1021.2,1012.5,1027.8,0.0,13.2,7.0,19.6,14.7,27.1,31.6,51.8,50.8,7.4,12.1,93.0,1.8,3.0,23.1,2.0,18.8
01-07T12:00:00,52.7,46.9,57.9,44.4,36.0,52.0,1020.5,1012.2,1027.0,0.0,12.3,8.5,18.1,14.7,26.7,32.0,52.7,51.9,7.8,12.1,80.0,1.1,3.0,21.1,2.0,20.9
01-07T13:00:00,53.5,48.0,57.9,44.2,35.1,52.0,1019.7,1011.3,1026.2,0.0,11.5,9.2,19.0,15.2,28.5,28.2,53.5,53.0,7.9,15.6,61.0,0.4,1.0,18.9,2.0,18.3
01-07T14:00:00,54.1,48.9,59.0,44.2,34.0,52.0,1019.2,1011.0,1025.5,0.1,10.9,7.2,21.2,16.4,27.6,27.6,54.1,53.7,7.8,17.6,310.0,0.6,2.0,19.6,1.0,18.4
01-07T15:00:00,54.5,50.0,59.0,44.2,35.1,51.1,1019.2,1010.9,1025.4,0.0,10.6,9.1,19.2,15.5,29.3,26.9,54.5,54.1,7.7,21.3,282.0,1.0,1.0,20.2,2.0,13.9
01-07T16:00:00,54.3,50.0,59.0,44.3,34.0,51.1,1019.2,1010.4,1025.4,0.0,10.7,8.4,15.8,15.3,33.2,27.4,54.3,53.8,7.9,22.9,276.0,1.8,7.0,17.4,1.0,17.4
01-07T17:00:00,53.3,48.9,57.9,44.4,36.0,51.1,1019.2,1010.6,1025.6,0.0,11.7,8.6,15.9,19.5,29.2,26.8,53.3,52.7,7.9,21.1,272.0,2.2,7.0,21.1,1.0,14.4
01-07T18:00:00,52.5,48.0,57.0,44.6,36.0,51.1,1019.3,1010.7,1025.7,0.0,12.5,11.0,20.2,20.2,25.4,23.3,52.5,51.6,7.6,19.3,264.0,2.3,7.0,26.5,4.0,11.7
01-07T19:00:00,51.8,46.9,55.9,44.5,36.0,51.1,1019.5,1010.9,1026.0,0.0,13.2,19.6,21.6,16.8,19.6,22.4,51.8,50.7,7.3,19.1,259.0,2.0,7.0,24.9,4.0,12.3
01-07T20:00:00,51.3,46.9,55.9,44.4,37.0,51.1,1019.7,1011.2,1026.2,0.0,13.7,22.6,21.6,14.7,20.6,20.6,51.3,50.1,7.0,19.6,243.0,1.4,7.0,20.4,4.0,13.5
01-07T21:00:00,50.8,46.0,55.0,44.3,36.0,51.1,1019.9,1011.5,1026.5,0.0,14.2,24.9,20.6,13.5,20.1,20.9,50.8,49.6,6.5,19.8,202.0,1.4,4.0,17.7,7.0,17.7
01-07T22:00:00,50.2,46.0,55.0,44.2,36.0,51.1,1020.1,1011.6,1026.5,0.0,14.8,22.5,19.1,11.0,23.2,24.1,50.2,48.9,6.1,26.1,197.0,1.6,4.0,16.0,7.0,13.4
01-07T23:00:00,49.8,45.0,55.0,44.3,36.0,51.1,1020.2,1011.9,1026.6,0.0,15.2,26.3,19.6,13.3,17.1,23.7,49.8,48.5,6.1,26.3,199.0,1.2,4.0,15.0,7.0,12.0
01-08T00:00:00,49.2,44.1,54.0,44.1,36.0,51.1,1020.2,1011.6,1026.7,0.0,15.8,25.7,18.6,12.7,18.3,24.7,49.2,47.8,6.2,24.7,197.0,1.0,5.0,13.5,7.0,12.4
01-08T01:00:00,48.9,44.1,54.0,43.9,36.0,51.1,1020.0,1011.0,1026.4,0.0,16.1,26.5,15.3,12.2,19.6,26.3,48.9,47.5,6.1,28.5,202.0,0.9,5.0,13.3,4.0,13.2
01-08T02:00:00,48.1,42.1,54.0,43.5,35.1,51.1,1020.1,1011.2,1026.5,0.0,16.9,29.2,13.3,11.0,16.4,30.2,48.1,46.5,6.2,23.4,178.0,1.0,4.0,14.8,5.0,13.1
01-08T03:00:00,47.8,42.1,54.0,43.3,35.1,51.1,1020.1,1011.0,1026.5,0.0,17.2,27.4,16.3,10.1,14.2,32.0,47.8,46.2,6.0,26.5,168.0,1.1,4.0,15.6,5.0,13.1
01-08T04:00:00,47.4,41.0,54.0,43.1,34.0,51.1,1020.0,1010.5,1026.4,0.0,17.6,22.7,14.8,10.0,18.8,33.8,47.4,45.7,5.7,27.8,164.0,0.9,4.0,16.5,5.0,11.8
01-08T05:00:00,47.2,39.9,54.0,42.9,34.0,51.1,1019.9,1010.3,1026.4,0.0,17.8,23.7,15.0,12.4,16.1,32.7,47.2,45.3,5.9,22.9,172.0,0.9,4.0,15.1,5.0,13.5
01-08T06:00:00,47.1,41.0,53.1,43.0,35.1,51.1,1020.0,1010.6,1026.5,0.0,17.9,21.2,15.9,13.0,19.0,31.0,47.1,45.3,5.6,29.6,130.0,0.9,4.0,17.2,3.0,9.5
01-08T07:00:00,47.2,41.0,53.1,43.0,35.1,50.0,1020.3,1011.0,1026.9,0.0,17.8,12.0,21.5,11.7,23.1,31.8,47.2,45.3,6.0,25.6,147.0,1.3,4.0,17.2,5.0,15.0
01-08T08:00:00,47.6,41.0,53.1,43.2,35.1,50.0,1020.6,1011.4,1027.3,0.0,17.4,10.4,17.8,12.3,27.1,32.3,47.6,45.8,6.1,25.8,134.0,1.7,4.0,23.7,5.0,9.7
01-08T09:00:00,49.3,44.1,54.0,43.8,35.1,51.1,1021.0,1011.9,1027.6,0.0,15.7,8.9,19.7,10.6,27.5,33.3,49.3,47.8,6.2,24.8,119.0,1.9,4.0,23.5,3.0,13.3
01-08T10:00:00,50.7,46.0,55.9,44.1,35.1,51.1,1021.4,1012.2,1028.1,0.0,14.3,7.9,14.7,12.4,30.8,34.3,50.7,49.5,6.8,18.8,106.0,2.1,3.0,21.2,4.0,18.0
01-08T11:00:00,51.7,46.9,57.0,44.3,36.0,51.1,1021.3,1012.6,1027.9,0.0,13.3,8.3,19.1,13.4,26.9,32.3,51.7,50.8,7.3,12.1,90.0,1.9,3.0,23.0,2.0,20.1
01-08T12:00:00,52.7,48.0,57.9,44.4,36.0,52.0,1020.6,1012.2,1027.3,0.0,12.3,9.9,17.7,13.9,26.3,32.2,52.7,51.9,7.7,12.1,75.0,1.2,2.0,21.8,3.0,21.0
01-08T13:00:00,53.5,48.9,57.9,44.2,35.1,52.0,1019.8,1011.4,1026.3,0.0,11.5,10.3,18.2,14.4,28.7,28.5,53.5,53.0,7.7,15.6,51.0,0.5,1.0,20.4,2.0,17.9
01-08T14:00:00,54.1,48.9,59.0,44.2,34.0,52.0,1019.3,1011.0,1025.6,0.1,10.9,8.5,21.3,16.0,26.3,27.9,54.1,53.7,7.7,17.6,328.0,0.7,2.0,21.3,1.0,18.5
01-08T15:00:00,54.6,50.0,59.0,44.2,35.1,51.1,1019.2,1010.7,1025.5,0.1,10.5,10.2,18.8,14.2,29.6,27.2,54.6,54.1,7.6,21.9,294.0,1.1,1.0,21.7,7.0,13.7
01-08T16:00:00,54.4,50.0,60.1,44.3,34.0,51.1,1019.2,1010.3,1025.5,0.0,10.7,9.5,15.0,15.0,32.6,27.8,54.4,53.8,7.7,23.2,280.0,1.8,7.0,17.9,1.0,17.9
01-08T17:00:00,53.4,48.9,57.9,44.4,36.0,51.1,1019.2,1010.6,1025.7,0.0,11.6,9.5,16.3,18.9,28.9,26.3,53.4,52.7,7.9,21.1,275.0,2.3,7.0,20.8,1.0,14.1
01-08T18:00:00,52.5,48.0,57.0,44.5,36.0,51.1,1019.4,1010.6,1025.8,0.0,12.5,11.6,20.8,19.0,25.6,23.0,52.5,51.6,7.7,19.1,266.0,2.4,7.0,25.8,4.0,11.7
01-08T19:00:00,51.8,46.9,57.0,44.5,36.0,51.1,1019.6,1010.7,1026.0,0.0,13.2,20.5,21.8,16.4,19.0,22.3,51.8,50.7,7.3,19.1,262.0,2.1,7.0,25.3,4.0,12.1
01-08T20:00:00,51.3,46.9,55.9,44.4,37.0,51.1,1019.8,1010.9,1026.4,0.0,13.7,23.5,22.0,13.6,19.9,21.0,51.3,50.1,7.0,18.7,248.0,1.5,7.0,21.0,4.0,14.0
01-08T21:00:00,50.8,46.0,55.0,44.3,36.0,51.1,1020.0,1011.3,1026.8,0.0,14.2,26.0,20.8,12.3,19.5,21.3,50.8,49.6,6.5,19.6,208.0,1.3,7.0,18.1,4.0,17.5
01-08T22:00:00,50.2,46.0,55.0,44.2,35.1,51.1,1020.2,1011.6,1026.8,0.0,14.8,23.9,18.4,9.4,22.5,25.7,50.2,48.9,6.1,25.8,202.0,1.6,4.0,15.5,7.0,14.0
01-08T23:00:00,49.8,45.0,55.0,44.3,36.0,51.1,1020.3,1011.8,1026.9,0.0,15.2,27.4,18.7,13.3,16.2,24.4,49.8,48.6,6.1,25.6,206.0,1.1,4.0,14.8,7.0,12.4
01-09T00:00:00,49.2,44.1,54.0,44.2,36.0,51.1,1020.2,1011.6,1026.8,0.0,15.8,27.2,17.5,12.9,18.3,24.2,49.2,47.8,6.1,25.2,204.0,0.9,7.0,13.0,5.0,12.4
01-09T01:00:00,48.9,44.1,54.0,44.0,36.0,51.1,1020.1,1011.0,1026.6,0.0,16.1,27.4,14.8,12.3,19.9,25.6,48.9,47.5,6.0,28.7,209.0,0.8,5.0,12.9,4.0,12.5
01-09T02:00:00,48.1,42.1,54.0,43.6,35.1,51.1,1020.2,1011.2,1026.6,0.0,16.9,29.3,13.6,11.1,16.7,29.3,48.1,46.5,6.1,23.8,177.0,0.9,4.0,14.3,5.0,13.0
01-09T03:00:00,47.8,42.1,54.0,43.3,35.1,51.1,1020.3,1011.0,1026.8,0.0,17.2,28.1,15.9,10.4,14.6,31.0,47.8,46.2,5.9,25.4,166.0,1.0,4.0,15.8,5.0,12.6
01-09T04:00:00,47.4,41.0,54.0,43.1,34.0,51.1,1020.1,1010.7,1026.5,0.0,17.6,22.7,15.1,10.2,18.3,33.6,47.4,45.8,5.6,28.1,157.0,0.8,4.0,16.7,5.0,10.5
01-09T05:00:00,47.2,39.9,54.0,42.9,34.0,51.1,1019.9,1010.4,1026.5,0.0,17.8,24.9,15.5,11.2,16.6,31.8,47.2,45.4,5.8,24.1,168.0,0.9,4.0,15.5,5.0,12.8
01-09T06:00:00,47.1,39.9,53.1,43.0,34.0,51.1,1020.1,1010.7,1026.7,0.0,17.9,22.5,15.3,13.1,18.5,30.6,47.1,45.4,5.5,30.1,136.0,0.9,4.0,16.4,6.0,9.6
01-09T07:00:00,47.2,41.0,53.1,43.0,35.1,51.1,1020.4,1011.2,1027.1,0.0,17.8,12.9,21.7,11.5,23.1,30.8,47.2,45.4,5.9,26.3,145.0,1.2,4.0,16.9,5.0,13.9
01-09T08:00:00,47.6,41.0,54.0,43.2,35.1,51.1,1020.7,1011.5,1027.5,0.0,17.4,12.2,17.5,11.4,26.9,32.1,47.6,45.9,6.0,25.8,138.0,1.7,4.0,23.7,5.0,9.9
01-09T09:00:00,49.4,44.1,54.0,43.8,35.1,51.1,1021.2,1012.0,1027.8,0.0,15.6,12.2,17.5,11.4,25.0,31.78,49.4,47.9,6.2,24.8,117.0,1.8,4.0,23.1,3.0,13.2
01-09T10:00:00,50.8,46.0,55.9,44.1,35.1,51.1,1021.5,1012.2,1028.3,0.0,14.2,8.9,14.3,12.2,30.4,34.2,50.8,49.6,6.7,18.4,104.0,2.0,3.0,21.5,4.0,18.5
01-09T11:00:00,51.8,46.4,57.9,44.3,35.6,51.1,1021.4,1012.5,1028.3,0.0,13.2,9.5,18.7,12.7,28.2,30.9,51.8,50.8,7.3,11.6,89.0,2.0,3.0,23.7,2.0,19.8
01-09T12:00:00,52.8,46.9,57.9,44.4,36.0,52.0,1020.7,1012.2,1027.5,0.0,12.3,11.1,17.6,12.7,27.6,31.1,52.8,52.0,7.6,12.1,79.0,1.3,2.0,22.3,3.0,20.9
01-09T13:00:00,53.6,48.2,59.0,44.2,35.1,52.0,1019.9,1011.3,1026.4,0.0,11.4,11.7,17.6,13.6,29.5,27.6,53.6,53.0,7.7,15.6,57.0,0.6,1.0,20.3,2.0,18.6
01-09T14:00:00,54.2,48.9,59.0,44.2,34.0,52.0,1019.4,1010.8,1025.9,0.1,10.9,9.9,20.9,15.0,26.5,27.8,54.2,53.7,7.6,16.9,330.0,0.7,2.0,21.0,1.0,18.9
01-09T15:00:00,54.6,50.0,60.1,44.2,35.1,52.0,1019.3,1010.3,1025.7,0.1,10.4,11.9,18.1,13.2,29.2,27.6,54.6,54.2,7.5,21.9,298.0,1.1,1.0,22.4,7.0,13.7
01-09T16:00:00,54.5,50.0,60.1,44.3,34.0,52.0,1019.3,1010.3,1025.6,0.0,10.6,10.9,14.8,13.9,32.4,28.0,54.5,53.9,7.7,22.9,281.0,1.8,1.0,18.8,7.0,17.7
01-09T17:00:00,53.5,48.9,59.0,44.4,35.1,51.1,1019.3,1010.6,1025.8,0.0,11.5,11.3,16.1,18.2,28.7,25.8,53.5,52.8,7.9,21.8,275.0,2.5,7.0,21.7,1.0,14.6
01-09T18:00:00,52.6,48.0,57.0,44.5,35.1,51.1,1019.5,1010.6,1026.0,0.0,12.4,13.2,19.7,17.9,27.1,22.1,52.6,51.7,7.8,18.7,268.0,2.4,7.0,25.7,4.0,10.6
01-09T19:00:00,51.9,46.9,57.0,44.5,35.1,51.1,1019.7,1010.7,1026.4,0.0,13.1,21.1,20.9,16.8,18.6,22.7,51.9,50.8,7.3,19.1,262.0,2.3,7.0,25.9,4.0,12.1
01-09T20:00:00,51.3,46.9,55.9,44.4,37.0,51.1,1019.9,1010.8,1026.5,0.0,13.7,24.3,21.7,13.6,19.7,20.7,51.3,50.1,7.1,18.0,248.0,1.6,7.0,21.2,4.0,14.0
01-09T21:00:00,50.8,46.0,55.0,44.3,36.0,51.1,1020.1,1011.3,1026.8,0.0,14.2,26.9,20.0,12.8,19.2,21.0,50.8,49.6,6.5,19.6,211.0,1.5,7.0,17.9,4.0,17.0
01-09T22:00:00,50.3,46.0,55.0,44.2,35.1,51.1,1020.3,1011.6,1027.0,0.0,14.7,24.7,17.7,9.4,22.1,26.0,50.3,49.1,6.1,25.8,205.0,1.5,4.0,15.5,7.0,13.8
01-09T23:00:00,49.9,45.0,55.0,44.3,36.0,51.1,1020.5,1011.8,1026.9,0.0,15.1,29.0,17.7,13.1,17.0,23.1,49.9,48.6,6.2,25.2,211.0,1.2,4.0,14.2,7.0,12.0
01-10T00:00:00,49.3,44.1,55.0,44.1,36.0,51.1,1020.4,1011.6,1026.8,0.0,15.7,28.8,16.7,13.1,18.5,22.9,49.3,48.0,6.1,24.3,211.0,1.0,7.0,13.2,5.0,12.6
01-10T01:00:00,49.0,44.1,54.0,43.9,36.0,51.1,1020.2,1011.0,1026.8,0.0,16.0,28.1,14.6,12.5,19.9,24.8,49.0,47.6,6.0,28.5,222.0,0.8,5.0,12.3,4.0,10.9
01-10T02:00:00,48.2,42.1,54.0,43.5,35.1,51.1,1020.3,1011.2,1026.8,0.0,16.8,28.9,14.4,11.3,17.5,27.8,48.2,46.6,6.1,23.2,180.0,0.8,5.0,13.7,4.0,13.5
01-10T03:00:00,47.9,42.1,54.0,43.3,35.1,51.1,1020.4,1011.2,1026.9,0.0,17.1,29.1,15.7,10.5,14.9,29.8,47.9,46.3,5.9,26.1,171.0,1.0,4.0,15.8,5.0,12.7
01-10T04:00:00,47.6,41.0,54.0,43.1,34.0,51.1,1020.2,1010.8,1026.6,0.0,17.4,22.8,15.9,10.3,17.7,33.3,47.6,45.9,5.7,27.4,158.0,0.8,4.0,17.0,5.0,10.5
01-10T05:00:00,47.3,41.0,54.0,42.9,34.0,51.1,1020.1,1010.7,1026.6,0.0,17.7,25.6,16.2,11.1,15.9,31.3,47.3,45.5,5.9,24.3,171.0,0.9,4.0,15.3,5.0,13.0
01-10T06:00:00,47.2,39.9,53.1,42.9,34.0,51.1,1020.3,1010.7,1026.8,0.0,17.8,22.9,15.6,13.5,18.6,29.4,47.2,45.4,5.5,30.7,142.0,0.8,4.0,15.6,6.0,9.8
01-10T07:00:00,47.3,41.0,53.1,43.0,35.1,51.1,1020.5,1011.2,1027.2,0.0,17.7,13.3,22.1,11.9,23.2,29.6,47.3,45.4,5.9,27.2,147.0,1.1,4.0,16.3,5.0,13.6
01-10T08:00:00,47.7,41.0,54.0,43.2,35.1,51.1,1020.9,1011.5,1027.6,0.0,17.3,13.3,22.1,11.9,20.9,30.679999999999996,47.7,46.0,6.1,25.2,141.0,1.6,4.0,22.4,5.0,10.7
01-10T09:00:00,49.4,44.1,54.0,43.8,35.1,51.1,1021.3,1012.0,1028.1,0.0,15.6,13.3,22.1,11.9,22.049999999999997,30.856,49.4,47.9,6.2,24.6,120.0,1.6,4.0,22.1,3.0,13.4
01-10T10:00:00,50.8,46.0,55.9,44.1,35.1,51.1,1021.7,1012.2,1028.5,0.0,14.2,9.4,15.5,11.5,29.6,34.0,50.8,49.7,6.7,18.2,104.0,2.0,3.0,22.1,4.0,17.8
01-10T11:00:00,51.9,46.9,57.9,44.2,35.6,52.0,1021.6,1012.5,1028.4,0.0,13.1,10.1,20.2,11.7,27.6,30.3,51.9,50.9,7.4,11.9,87.0,1.9,3.0,24.6,2.0,19.9
01-10T12:00:00,52.8,46.9,57.9,44.4,36.0,52.0,1020.9,1012.2,1027.5,0.0,12.2,12.0,19.3,11.4,27.2,30.0,52.8,52.0,7.6,12.7,79.0,1.3,2.0,22.5,3.0,21.3
01-10T13:00:00,53.7,48.9,59.0,44.2,35.1,52.0,1020.1,1011.4,1026.5,0.0,11.4,12.5,18.7,14.1,28.5,26.3,53.7,53.1,7.7,15.6,55.0,0.7,1.0,20.3,2.0,20.1
