date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,AvgMegawatts2019-2020
08-05T20:00:00,66.9,63.0,71.1,61.3,57.9,64.9,1012.8,1010.5,1015.2,2.3,0.4,24.5,24.0,21.7,13.2,16.5,67.1,66.9,8.6,0.4,252.0,8.2,7.0,57.2,6.0,38.0,34905.29166666667
08-05T21:00:00,66.6,63.0,70.0,61.4,57.9,64.9,1013.3,1010.9,1015.6,2.1,0.5,27.7,24.4,18.0,14.5,15.5,66.9,66.6,7.1,3.1,249.0,6.5,7.0,49.1,6.0,40.2,33162.20833333333
08-05T22:00:00,66.4,63.0,70.0,61.3,57.9,64.9,1013.5,1011.0,1015.7,2.0,0.6,25.4,21.5,14.7,19.3,19.0,66.7,66.4,6.1,5.6,245.0,5.4,6.0,41.2,7.0,40.4,30418.45833333333
08-05T23:00:00,66.2,63.0,70.0,61.3,57.9,64.9,1013.5,1011.0,1015.7,1.9,0.6,25.2,28.2,15.2,14.9,16.5,66.5,66.2,5.2,8.2,245.0,4.0,7.0,35.5,6.0,34.0,27948.181818181816
08-06T00:00:00,66.1,63.0,70.0,61.3,57.9,64.9,1013.5,1011.0,1015.6,1.8,0.7,23.8,25.4,17.4,11.8,21.7,66.4,66.1,4.7,14.7,245.0,3.1,7.0,33.0,6.0,23.0,26050.884615384617
08-06T01:00:00,65.9,62.6,70.0,61.3,57.9,64.9,1013.2,1010.8,1015.4,1.7,0.7,23.2,25.1,13.5,11.9,26.2,66.2,65.9,4.4,17.1,251.0,2.6,7.0,32.7,6.0,17.7,24627.20833333333
08-06T02:00:00,65.8,62.6,69.1,61.3,57.9,64.9,1013.1,1010.7,1015.3,1.6,0.8,20.5,27.3,9.6,11.5,31.1,66.1,65.8,3.8,24.7,259.0,1.9,7.0,29.4,6.0,13.9,23607.291666666664
08-06T03:00:00,65.7,62.1,69.1,61.3,57.9,64.9,1013.0,1010.6,1015.2,1.5,0.8,22.5,27.3,13.5,11.7,22.9,66.0,65.7,3.5,30.0,259.0,1.4,7.0,25.6,8.0,10.5,23075.0
08-06T04:00:00,65.6,62.1,69.1,61.2,57.9,64.9,1013.0,1010.6,1015.2,1.4,0.8,15.9,17.5,9.1,13.5,44.1,65.9,65.6,3.4,31.3,252.0,1.2,7.0,22.8,6.0,11.3,23217.25
08-06T05:00:00,65.6,62.1,69.1,61.2,57.0,64.9,1013.3,1010.8,1015.6,1.4,0.8,19.633333333333333,17.5,10.733333333333334,12.6,29.2,65.9,65.6,3.2,34.2,261.0,0.8,7.0,19.3,3.0,12.4,24201.166666666668
08-06T06:00:00,66.2,63.0,70.0,61.4,57.0,64.9,1013.7,1011.2,1015.8,1.8,0.6,19.344444444444445,17.5,11.111111111111112,13.05,30.7,66.5,66.2,3.5,30.2,239.0,0.9,7.0,18.2,6.0,12.0,25479.791666666664
08-06T07:00:00,67.7,64.0,72.0,61.6,57.9,64.9,1014.1,1011.6,1016.3,3.0,0.3,18.292592592592595,17.5,10.314814814814817,12.825,31.6,68.0,67.7,3.8,25.3,210.0,1.5,7.0,18.8,6.0,16.8,26429.166666666668
08-06T08:00:00,69.7,64.9,75.0,61.5,57.0,64.9,1014.3,1011.9,1016.6,4.9,0.1,19.090123456790124,17.5,10.719753086419756,12.9375,31.7,69.9,69.7,4.5,18.9,227.0,2.4,7.0,25.8,6.0,22.9,26990.833333333336
08-06T09:00:00,71.6,66.0,77.0,61.5,57.0,64.9,1014.4,1012.0,1016.6,6.6,0.0,13.2,21.4,27.6,19.5,18.4,71.8,71.6,6.1,9.3,246.0,4.7,7.0,48.5,6.0,23.5,27362.416666666664
08-06T10:00:00,72.7,68.0,78.1,61.7,57.0,64.9,1014.5,1012.0,1016.8,7.8,0.0,13.3,30.5,25.0,17.0,14.2,73.0,72.7,8.2,3.4,251.0,7.7,7.0,62.8,6.0,28.9,27719.541666666664
08-06T11:00:00,73.5,69.1,78.4,61.6,57.9,64.9,1014.3,1011.9,1016.6,8.5,0.0,16.5,39.9,26.4,11.8,5.4,73.7,73.5,10.0,0.0,253.0,9.7,7.0,69.9,6.0,28.4,28432.33333333333
08-06T12:00:00,73.8,70.0,78.3,61.5,57.0,64.9,1014.1,1011.6,1016.2,8.8,0.0,20.9,36.9,30.5,8.8,2.9,74.1,73.8,11.5,0.0,254.0,11.1,7.0,74.7,6.0,24.7,29582.041666666668
08-06T13:00:00,73.9,70.0,78.1,61.4,57.0,64.9,1013.7,1011.2,1015.8,8.9,0.0,20.8,38.6,29.0,9.7,1.9,74.1,73.9,12.8,0.0,255.0,12.5,7.0,74.2,6.0,25.3,31274.75
08-06T14:00:00,73.5,70.0,78.1,61.4,57.9,64.9,1013.2,1010.9,1015.4,8.5,0.0,19.1,38.0,31.8,8.9,2.2,73.8,73.5,13.5,0.0,256.0,13.3,7.0,80.8,6.0,18.7,33008.875
08-06T15:00:00,72.9,69.1,77.0,61.4,57.9,64.9,1012.7,1010.3,1014.9,7.9,0.0,15.8,36.7,33.6,11.3,2.6,73.1,72.9,14.0,0.0,258.0,13.7,7.0,85.2,6.0,13.8,34672.416666666664
08-06T16:00:00,72.1,68.0,75.9,61.4,57.9,64.9,1012.4,1010.0,1014.5,7.1,0.0,14.1,36.6,32.6,11.8,4.9,72.2,72.1,13.8,0.0,257.0,13.5,7.0,83.7,6.0,15.3,35969.791666666664
08-06T17:00:00,70.7,66.9,75.0,61.3,57.9,64.9,1012.1,1009.8,1014.2,5.7,0.0,17.2,30.8,33.9,14.0,4.1,70.9,70.7,13.1,0.0,257.0,12.8,7.0,80.3,6.0,19.0,36828.291666666664
08-06T18:00:00,69.1,64.9,73.0,61.2,57.9,64.9,1012.1,1009.8,1014.2,4.2,0.1,18.0,33.7,27.2,13.2,8.0,69.3,69.1,11.9,0.0,256.0,11.5,7.0,76.7,6.0,22.3,36872.33333333333
08-06T19:00:00,67.5,64.0,71.1,61.2,57.9,64.9,1012.3,1010.0,1014.6,2.8,0.3,17.6,28.9,24.8,15.6,13.0,67.8,67.5,10.3,0.0,255.0,10.0,7.0,69.5,6.0,29.4,35791.541666666664
08-06T20:00:00,66.9,63.0,71.1,61.3,57.9,64.9,1012.8,1010.3,1015.1,2.4,0.5,24.7,24.2,21.6,13.8,15.6,67.2,66.9,8.5,0.4,252.0,8.1,7.0,57.0,6.0,38.0,34966.791666666664
08-06T21:00:00,66.7,63.0,70.0,61.4,57.9,64.9,1013.3,1010.8,1015.6,2.2,0.5,27.7,24.2,18.1,14.6,15.4,67.0,66.7,7.0,3.6,248.0,6.4,7.0,48.3,6.0,39.5,33172.08333333333
08-06T22:00:00,66.5,63.0,70.0,61.4,57.9,64.9,1013.4,1010.9,1015.6,2.1,0.6,24.1,21.0,15.7,19.4,19.8,66.8,66.5,6.0,6.3,245.0,5.2,6.0,41.1,7.0,39.3,30475.458333333336
08-06T23:00:00,66.3,63.0,70.0,61.4,57.9,64.9,1013.5,1011.0,1015.6,2.0,0.6,24.7,27.6,16.0,14.1,17.6,66.6,66.3,5.2,8.4,244.0,3.9,7.0,34.5,6.0,34.0,27942.227272727272
08-07T00:00:00,66.2,63.0,70.0,61.4,57.9,64.9,1013.4,1010.9,1015.6,1.9,0.7,23.7,24.2,17.5,12.9,21.8,66.5,66.2,4.7,15.8,246.0,2.9,7.0,32.0,6.0,22.2,26079.423076923078
08-07T01:00:00,66.0,62.6,70.0,61.4,57.9,64.9,1013.2,1010.7,1015.4,1.8,0.7,22.5,25.2,12.7,12.7,26.8,66.3,66.0,4.4,17.6,250.0,2.5,7.0,31.7,6.0,17.6,24596.166666666668
08-07T02:00:00,65.9,62.1,69.1,61.4,57.9,64.9,1013.0,1010.6,1015.2,1.6,0.7,20.5,27.1,9.3,11.5,31.5,66.2,65.9,3.7,24.7,257.0,1.7,7.0,29.0,6.0,14.0,23614.166666666668
08-07T03:00:00,65.8,62.1,69.1,61.3,57.9,64.9,1012.9,1010.6,1015.2,1.6,0.8,22.23333333333333,27.1,13.166666666666666,12.1,23.5,66.1,65.8,3.5,30.0,259.0,1.3,7.0,24.8,8.0,10.5,23081.333333333336
08-07T04:00:00,65.7,62.1,69.1,61.3,57.9,64.9,1012.9,1010.6,1015.2,1.5,0.8,16.1,18.2,9.3,12.4,44.1,66.0,65.7,3.3,31.5,250.0,1.0,7.0,22.4,3.0,11.2,23167.75
08-07T05:00:00,65.7,62.1,69.1,61.2,57.0,64.9,1013.2,1010.8,1015.5,1.5,0.8,19.61111111111111,18.2,10.58888888888889,12.25,29.54,66.0,65.7,3.1,34.4,258.0,0.6,7.0,18.7,3.0,13.1,24173.33333333333
08-07T06:00:00,66.3,63.0,70.0,61.4,57.0,64.9,1013.6,1011.3,1015.8,1.9,0.6,19.314814814814813,18.2,11.01851851851852,12.325,31.088,66.6,66.3,3.3,32.4,234.0,0.8,7.0,16.9,3.0,11.8,25331.25
08-07T07:00:00,67.8,64.0,72.0,61.6,57.9,64.9,1014.0,1011.6,1016.3,3.1,0.3,18.34197530864197,18.2,10.30246913580247,12.2875,31.945599999999995,68.1,67.8,3.7,26.4,209.0,1.4,7.0,18.1,6.0,16.8,26169.625
08-07T08:00:00,69.9,64.9,75.0,61.5,57.0,64.9,1014.3,1011.9,1016.6,5.0,0.1,19.089300411522636,18.2,10.636625514403292,12.30625,32.03471999999999,70.1,69.9,4.4,19.6,225.0,2.3,7.0,24.7,6.0,23.2,26751.041666666668
08-07T09:00:00,71.7,66.0,77.0,61.5,57.0,64.9,1014.3,1012.0,1016.6,6.8,0.0,12.9,22.4,28.0,18.6,18.1,72.0,71.7,6.1,9.1,246.0,4.6,7.0,48.2,6.0,22.7,27125.916666666664
08-07T10:00:00,72.9,68.0,78.1,61.7,57.0,64.9,1014.4,1012.1,1016.7,7.9,0.0,13.5,30.7,25.9,15.6,14.4,73.2,72.9,8.2,2.7,251.0,7.6,7.0,62.8,6.0,28.8,27601.58333333333
08-07T11:00:00,73.6,69.1,79.0,61.6,57.9,64.9,1014.3,1011.9,1016.6,8.6,0.0,16.7,40.4,25.7,11.3,5.9,73.9,73.6,10.0,0.0,253.0,9.6,7.0,70.0,6.0,28.4,28340.416666666664
08-07T12:00:00,73.9,70.0,79.0,61.5,57.6,64.9,1014.0,1011.6,1016.2,8.9,0.0,21.5,35.7,30.8,8.3,3.7,74.2,73.9,11.5,0.0,254.0,11.2,7.0,74.4,6.0,24.9,29354.791666666664
08-07T13:00:00,74.0,70.0,79.0,61.4,57.0,64.9,1013.6,1011.2,1015.8,9.0,0.0,21.0,37.8,29.2,9.6,2.4,74.2,74.0,12.8,0.0,255.0,12.5,7.0,75.4,6.0,24.0,30872.708333333332
08-07T14:00:00,73.6,70.0,78.1,61.3,57.9,64.9,1013.1,1010.9,1015.3,8.6,0.0,19.4,37.6,30.9,9.1,2.9,73.9,73.6,13.6,0.0,256.0,13.3,7.0,80.3,6.0,19.3,32475.083333333336
08-07T15:00:00,73.0,69.1,77.0,61.4,57.9,64.9,1012.6,1010.3,1014.9,8.0,0.0,16.5,35.7,33.3,11.5,2.9,73.3,73.0,14.0,0.0,258.0,13.7,7.0,86.0,6.0,13.0,34040.375
08-07T16:00:00,72.1,68.0,75.9,61.4,57.9,64.9,1012.3,1010.0,1014.4,7.2,0.0,14.4,36.7,31.4,12.6,4.9,72.3,72.1,13.8,0.0,257.0,13.5,7.0,83.9,6.0,15.1,35231.70833333333
08-07T17:00:00,70.8,66.0,75.0,61.4,57.9,64.9,1012.0,1009.8,1014.2,5.8,0.0,17.2,30.8,33.3,13.8,4.9,71.0,70.8,13.1,0.0,256.0,12.8,7.0,80.3,6.0,19.0,36183.16666666667
08-07T18:00:00,69.1,64.9,73.0,61.2,57.9,64.9,1012.0,1009.7,1014.1,4.3,0.1,17.7,34.6,25.9,13.2,8.7,69.3,69.1,11.8,0.0,256.0,11.5,7.0,75.0,6.0,24.0,36310.66666666666
08-07T19:00:00,67.6,64.0,72.0,61.2,57.9,64.9,1012.2,1010.0,1014.4,2.9,0.3,17.5,29.6,23.2,15.5,14.2,67.8,67.6,10.3,0.0,255.0,10.0,7.0,68.9,6.0,29.4,35269.875
08-07T20:00:00,67.0,63.0,71.1,61.3,57.9,64.9,1012.7,1010.2,1014.9,2.5,0.5,24.7,25.2,20.5,13.4,16.3,67.3,67.0,8.5,0.7,252.0,8.1,7.0,56.9,6.0,37.8,34392.375
08-07T21:00:00,66.8,63.0,71.1,61.4,57.9,64.9,1013.2,1010.7,1015.4,2.3,0.5,28.1,24.1,18.2,13.2,16.5,67.1,66.8,6.9,3.6,248.0,6.3,7.0,48.2,6.0,39.0,32632.25
08-07T22:00:00,66.6,63.0,71.1,61.4,57.9,64.9,1013.3,1010.9,1015.5,2.2,0.6,25.0,20.0,15.6,19.0,20.4,66.9,66.6,6.0,6.3,245.0,5.2,6.0,40.2,7.0,39.5,30028.041666666668
08-07T23:00:00,66.4,63.0,70.0,61.4,57.9,64.9,1013.4,1010.9,1015.6,2.1,0.6,26.1,26.9,15.8,13.3,17.9,66.7,66.4,5.1,8.9,244.0,3.8,7.0,34.4,6.0,33.9,27671.818181818184
08-08T00:00:00,66.2,63.0,70.0,61.4,57.9,64.9,1013.3,1010.9,1015.6,1.9,0.7,24.8,23.5,17.5,12.1,22.1,66.5,66.2,4.5,17.3,245.0,2.9,7.0,31.3,6.0,22.5,25786.730769230766
08-08T01:00:00,66.1,62.6,70.0,61.4,57.9,64.9,1013.1,1010.7,1015.3,1.8,0.7,24.1,24.9,11.7,12.5,26.8,66.4,66.1,4.4,17.8,249.0,2.4,7.0,29.9,6.0,19.0,24237.291666666668
08-08T02:00:00,65.9,62.1,70.0,61.4,57.9,64.9,1012.9,1010.5,1015.1,1.7,0.7,21.2,27.2,9.3,11.8,30.5,66.3,65.9,3.6,26.7,254.0,1.7,7.0,28.4,6.0,14.6,23235.291666666668
08-08T03:00:00,65.9,62.1,69.1,61.4,57.9,64.9,1012.9,1010.6,1015.1,1.6,0.8,23.36666666666667,27.2,12.833333333333334,12.15,23.54,66.2,65.9,3.4,29.8,259.0,1.2,7.0,25.2,8.0,10.2,22650.791666666664
08-08T04:00:00,65.8,62.1,69.1,61.3,57.9,64.9,1012.9,1010.6,1015.1,1.6,0.8,15.9,18.6,9.8,12.4,43.4,66.1,65.8,3.2,32.8,249.0,1.0,7.0,22.6,3.0,11.5,22608.583333333336
08-08T05:00:00,65.7,62.1,69.1,61.3,57.2,64.9,1013.1,1010.8,1015.3,1.5,0.8,20.155555555555555,18.6,10.644444444444444,12.275,29.268,66.0,65.7,3.1,34.7,259.0,0.7,7.0,19.2,3.0,12.6,23265.166666666664
08-08T06:00:00,66.3,63.0,70.0,61.4,57.2,64.9,1013.5,1011.2,1015.7,2.0,0.6,19.80740740740741,18.6,11.092592592592592,12.3375,30.701600000000003,66.7,66.3,3.3,32.0,238.0,0.7,7.0,16.0,6.0,11.7,23955.416666666664
08-08T07:00:00,67.9,64.0,72.0,61.6,57.9,64.9,1013.9,1011.6,1016.2,3.2,0.3,18.620987654320988,18.6,10.512345679012348,12.30625,31.48192,68.2,67.9,3.7,27.1,208.0,1.4,7.0,17.5,6.0,17.2,24482.25
08-08T08:00:00,70.0,64.9,75.0,61.5,57.0,64.9,1014.2,1011.9,1016.5,5.1,0.1,19.52798353909465,18.6,10.749794238683128,12.321875,31.678304000000004,70.2,70.0,4.4,20.4,225.0,2.2,7.0,24.0,6.0,23.0,24942.916666666668
08-08T09:00:00,71.8,66.9,78.1,61.5,57.0,64.9,1014.3,1011.9,1016.5,6.9,0.0,12.6,23.6,27.9,17.7,18.2,72.1,71.8,6.1,8.9,246.0,4.7,7.0,49.5,6.0,22.1,25287.0
08-08T10:00:00,73.0,68.0,79.0,61.7,57.0,66.0,1014.4,1012.0,1016.6,8.0,0.0,12.8,31.2,26.6,14.7,14.7,73.3,73.0,8.2,2.5,251.0,7.6,7.0,63.1,6.0,28.5,25903.541666666668
08-08T11:00:00,73.7,69.1,79.0,61.6,57.9,64.9,1014.2,1011.8,1016.4,8.7,0.0,16.6,39.5,26.6,11.0,6.3,74.0,73.7,9.9,0.2,253.0,9.5,7.0,70.1,6.0,27.8,26745.166666666664
08-08T12:00:00,74.0,70.0,79.0,61.5,57.9,64.9,1013.9,1011.5,1016.1,9.0,0.0,20.4,37.2,31.1,7.5,3.6,74.3,74.0,11.4,0.0,254.0,11.1,7.0,74.9,6.0,24.4,27864.208333333336
08-08T13:00:00,74.1,69.8,79.0,61.4,57.0,64.9,1013.5,1011.2,1015.7,9.1,0.0,21.0,38.8,28.2,9.6,2.4,74.3,74.1,12.8,0.0,255.0,12.4,7.0,75.4,6.0,24.0,29397.333333333336
08-08T14:00:00,73.7,70.0,78.1,61.3,57.9,64.9,1013.1,1010.8,1015.3,8.7,0.0,19.7,38.1,30.2,9.4,2.6,74.0,73.7,13.5,0.0,256.0,13.2,7.0,81.0,6.0,18.5,30988.166666666664
08-08T15:00:00,73.2,69.1,78.1,61.4,57.9,64.9,1012.6,1010.3,1014.7,8.2,0.0,17.5,36.0,32.1,11.5,2.9,73.4,73.2,14.0,0.0,258.0,13.7,7.0,86.2,6.0,12.7,32628.833333333336
08-08T16:00:00,72.2,68.0,77.0,61.4,57.9,64.9,1012.2,1010.0,1014.4,7.2,0.0,15.9,36.8,30.5,11.9,4.9,72.4,72.2,13.7,0.0,257.0,13.4,7.0,85.7,6.0,13.2,33965.83333333333
08-08T17:00:00,70.9,66.0,75.0,61.4,57.9,64.9,1012.0,1009.7,1014.1,5.9,0.0,18.2,32.0,32.0,12.9,4.9,71.1,70.9,13.0,0.0,256.0,12.7,7.0,80.3,6.0,18.7,35065.0
08-08T18:00:00,69.2,64.9,73.0,61.2,57.9,64.9,1011.9,1009.6,1014.1,4.4,0.1,18.4,36.1,24.6,13.2,7.7,69.4,69.2,11.8,0.0,256.0,11.4,7.0,75.0,6.0,23.5,35351.666666666664
08-08T19:00:00,67.7,64.0,72.0,61.2,57.9,64.9,1012.2,1009.8,1014.2,3.0,0.3,18.0,30.4,23.7,14.4,13.4,67.9,67.7,10.2,0.0,254.0,9.9,7.0,67.9,6.0,30.2,34436.125
08-08T20:00:00,67.1,63.0,71.1,61.3,57.9,64.9,1012.6,1010.2,1014.7,2.6,0.5,25.8,25.8,20.5,12.6,15.3,67.4,67.1,8.4,0.7,251.0,7.9,7.0,55.9,6.0,38.9,33660.83333333333
08-08T21:00:00,66.9,63.0,71.1,61.4,57.9,64.9,1013.1,1010.6,1015.3,2.4,0.5,29.9,24.9,17.3,12.2,15.7,67.2,66.9,6.9,3.8,248.0,6.3,7.0,48.9,6.0,37.9,32010.375
08-08T22:00:00,66.7,63.0,71.1,61.4,57.9,64.9,1013.2,1010.8,1015.4,2.3,0.6,25.7,20.7,15.4,18.2,20.0,67.0,66.7,5.9,6.3,244.0,5.1,6.0,39.9,7.0,39.1,29529.166666666664
08-08T23:00:00,66.5,63.0,71.1,61.4,57.9,64.9,1013.3,1010.8,1015.5,2.2,0.6,27.4,27.4,16.0,11.9,17.3,66.8,66.5,5.1,9.8,243.0,3.7,7.0,34.0,6.0,33.7,27171.772727272728
08-09T00:00:00,66.3,62.1,70.0,61.4,57.9,64.9,1013.3,1010.8,1015.4,2.0,0.7,24.9,23.9,18.0,12.3,20.9,66.6,66.3,4.6,16.7,244.0,2.8,7.0,31.6,6.0,23.2,25209.576923076922
08-09T01:00:00,66.2,62.6,70.0,61.4,57.9,64.9,1013.0,1010.6,1015.2,1.9,0.7,24.6,25.9,11.9,11.9,25.7,66.5,66.2,4.3,19.1,248.0,2.3,7.0,29.6,6.0,18.7,23735.833333333336
08-09T02:00:00,66.0,62.1,70.0,61.4,57.9,64.9,1012.9,1010.4,1015.1,1.8,0.7,22.3,26.4,9.4,11.6,30.3,66.3,66.0,3.6,26.7,252.0,1.6,7.0,27.7,6.0,14.6,22749.708333333336
08-09T03:00:00,65.9,62.1,69.8,61.4,57.9,64.9,1012.8,1010.4,1015.0,1.7,0.7,23.933333333333334,26.4,13.1,11.75,22.84,66.2,65.9,3.4,30.0,255.0,1.2,7.0,25.8,3.0,9.9,22128.458333333336
08-09T04:00:00,65.8,62.1,69.8,61.3,57.9,64.9,1012.8,1010.5,1015.0,1.6,0.8,16.1,19.4,9.8,12.4,42.3,66.1,65.8,3.2,33.5,246.0,1.0,7.0,22.9,3.0,11.9,22009.875
08-09T05:00:00,65.8,62.1,70.0,61.3,57.0,64.9,1013.1,1010.6,1015.2,1.6,0.8,20.77777777777778,19.4,10.766666666666666,12.075,28.407999999999998,66.1,65.8,3.1,35.1,255.0,0.6,7.0,18.5,3.0,13.1,22523.875
08-09T06:00:00,66.4,63.0,70.0,61.4,57.0,64.9,1013.5,1011.1,1015.6,2.0,0.6,20.27037037037037,19.4,11.22222222222222,12.2375,29.9096,66.7,66.4,3.4,32.0,229.0,0.7,7.0,15.6,3.0,11.4,23021.291666666668
08-09T07:00:00,67.9,64.0,73.0,61.6,57.9,66.0,1013.9,1011.6,1016.1,3.3,0.3,19.049382716049383,19.4,10.596296296296297,12.15625,30.75152,68.2,67.9,3.7,26.7,205.0,1.4,7.0,17.7,6.0,16.5,23412.83333333333
08-09T08:00:00,70.1,64.9,75.9,61.5,57.0,64.9,1014.1,1011.8,1016.3,5.2,0.1,20.03251028806584,19.4,10.861728395061728,12.196875,30.841823999999995,70.3,70.1,4.3,20.7,222.0,2.1,7.0,23.4,6.0,21.9,23900.208333333336
08-09T09:00:00,71.9,66.9,78.1,61.5,57.0,64.9,1014.2,1011.9,1016.4,7.0,0.0,12.5,24.0,27.2,17.9,18.4,72.2,71.9,6.1,9.1,245.0,4.6,7.0,48.3,6.0,22.3,24271.791666666664
08-09T10:00:00,73.0,68.0,79.0,61.7,57.0,66.0,1014.3,1011.9,1016.5,8.0,0.0,12.9,30.8,26.9,14.5,14.9,73.3,73.0,8.3,2.3,251.0,7.6,7.0,62.6,6.0,29.3,24951.625
08-09T11:00:00,73.8,69.1,79.0,61.6,57.9,64.9,1014.2,1011.7,1016.3,8.8,0.0,16.3,38.5,26.8,11.2,7.1,74.1,73.8,9.9,0.2,252.0,9.5,7.0,70.1,6.0,27.5,25931.125
08-09T12:00:00,74.1,70.0,80.1,61.5,57.9,64.9,1013.9,1011.4,1016.1,9.1,0.0,20.4,36.7,30.4,8.3,4.1,74.4,74.1,11.4,0.0,254.0,11.1,7.0,74.1,6.0,24.9,27191.166666666664
08-09T13:00:00,74.2,69.1,80.1,61.3,57.0,64.9,1013.5,1011.2,1015.7,9.2,0.0,21.7,36.9,28.7,10.1,2.7,74.4,74.2,12.7,0.0,255.0,12.4,7.0,75.1,6.0,24.3,28892.375
08-09T14:00:00,73.8,69.1,79.0,61.3,57.9,64.9,1013.0,1010.7,1015.2,8.8,0.0,19.4,37.3,31.1,9.1,3.1,74.1,73.8,13.5,0.0,256.0,13.2,7.0,81.5,6.0,17.7,30619.0
08-09T15:00:00,73.2,69.1,78.1,61.4,57.9,64.9,1012.5,1010.2,1014.6,8.2,0.0,17.2,36.8,32.1,11.0,2.9,73.4,73.2,13.9,0.0,257.0,13.6,7.0,85.5,6.0,13.5,32443.458333333332
08-09T16:00:00,72.3,68.0,77.0,61.3,57.9,64.9,1012.2,1009.8,1014.4,7.3,0.0,16.4,37.1,30.6,11.2,4.7,72.5,72.3,13.7,0.0,258.0,13.4,7.0,86.5,6.0,12.4,33873.75
08-09T17:00:00,70.9,66.0,75.0,61.3,57.9,64.9,1011.9,1009.6,1014.1,5.9,0.0,18.1,33.8,30.7,13.0,4.3,71.1,70.9,13.0,0.0,256.0,12.6,7.0,80.0,6.0,19.2,35082.833333333336
08-09T18:00:00,69.2,64.9,73.9,61.2,57.9,64.9,1011.9,1009.6,1014.1,4.4,0.1,18.3,36.6,24.5,13.4,7.2,69.4,69.2,11.8,0.0,255.0,11.4,7.0,74.5,6.0,24.0,35504.75
08-09T19:00:00,67.7,64.0,72.0,61.2,57.9,64.9,1012.1,1009.6,1014.2,3.1,0.3,18.2,32.0,23.3,13.6,13.0,68.0,67.7,10.2,0.0,254.0,9.8,7.0,68.1,6.0,30.0,34572.541666666664
08-09T20:00:00,67.2,63.0,71.1,61.3,57.9,64.9,1012.6,1010.0,1014.7,2.6,0.4,27.4,25.5,20.0,13.2,13.9,67.4,67.2,8.3,0.9,251.0,7.9,7.0,56.5,6.0,38.0,33734.75
08-09T21:00:00,66.9,63.0,71.1,61.4,57.9,64.9,1013.1,1010.5,1015.3,2.5,0.5,31.4,24.7,16.6,12.0,15.3,67.2,66.9,6.9,4.2,248.0,6.3,7.0,49.4,6.0,36.5,32020.166666666664
08-09T22:00:00,66.7,63.0,71.1,61.4,57.9,64.9,1013.2,1010.7,1015.4,2.3,0.6,26.2,20.9,15.2,17.7,20.0,67.0,66.7,5.9,6.3,243.0,5.0,7.0,39.6,6.0,38.8,29658.25
08-09T23:00:00,66.6,63.0,71.1,61.4,57.9,64.9,1013.3,1010.8,1015.4,2.2,0.6,27.6,26.5,15.5,12.3,18.0,66.9,66.6,5.1,10.7,243.0,3.7,7.0,33.6,6.0,33.2,27264.0
08-10T00:00:00,66.4,62.1,70.0,61.4,57.9,64.9,1013.2,1010.7,1015.3,2.0,0.7,25.4,23.8,17.4,12.8,20.6,66.7,66.4,4.5,17.6,245.0,2.8,7.0,31.7,6.0,23.0,25277.615384615383
08-10T01:00:00,66.2,62.6,70.0,61.4,57.9,64.9,1013.0,1010.6,1015.2,1.9,0.7,25.1,25.3,12.4,11.3,25.9,66.5,66.2,4.3,18.9,247.0,2.3,7.0,29.4,6.0,18.1,23859.291666666664
08-10T02:00:00,66.1,62.1,70.0,61.4,57.9,64.9,1012.9,1010.3,1015.1,1.8,0.7,23.1,25.1,9.9,10.7,31.1,66.4,66.1,3.5,28.2,251.0,1.5,7.0,26.6,6.0,13.8,22885.916666666664
08-10T03:00:00,66.0,62.1,70.0,61.3,57.9,64.9,1012.8,1010.3,1015.1,1.7,0.7,24.53333333333333,25.1,13.233333333333333,11.0,23.12,66.3,66.0,3.4,30.0,254.0,1.2,7.0,25.1,6.0,10.1,22304.0
08-10T04:00:00,65.9,62.1,69.8,61.3,57.9,64.9,1012.8,1010.3,1015.0,1.7,0.8,17.0,19.6,9.3,11.4,42.7,66.2,65.9,3.2,32.6,245.0,0.9,7.0,23.0,3.0,11.9,22316.416666666664
08-10T05:00:00,65.8,62.1,70.0,61.3,57.0,64.9,1013.0,1010.6,1015.1,1.6,0.8,21.54444444444444,19.6,10.811111111111112,11.2,28.684000000000005,66.1,65.8,3.2,34.7,262.0,0.6,7.0,18.8,3.0,13.0,22933.291666666664
08-10T06:00:00,66.5,63.0,70.0,61.4,57.0,64.9,1013.5,1011.1,1015.6,2.1,0.6,21.02592592592592,19.6,11.114814814814814,11.3,30.3008,66.8,66.5,3.4,31.3,231.0,0.7,7.0,15.3,3.0,11.4,23626.666666666664
