date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,AvgMegawatts2019-2020
02-24T05:00:00,52.2,46.9,57.9,44.4,32.0,53.1,1016.8,1011.4,1021.6,0.0,12.8,24.9,16.9,15.4,17.2,25.6,52.2,51.5,5.0,20.4,63.0,2.0,3.0,32.0,2.0,15.0,20805.291666666664
02-24T06:00:00,52.1,46.0,57.9,44.0,32.0,53.1,1017.1,1011.5,1021.8,0.0,12.9,17.9,20.5,20.0,16.2,25.4,52.1,51.3,5.1,18.7,65.0,2.2,3.0,33.9,2.0,17.2,22397.291666666668
02-24T07:00:00,52.6,46.9,59.0,43.9,32.0,53.1,1017.5,1011.9,1022.3,0.0,12.4,12.6,16.0,23.7,24.0,23.7,52.6,51.9,5.7,13.1,70.0,2.8,3.0,35.8,2.0,18.4,22819.958333333336
02-24T08:00:00,54.8,50.0,60.1,44.4,32.0,54.0,1018.0,1012.3,1022.8,0.0,10.2,11.9,17.9,21.0,27.5,21.6,54.8,54.4,5.8,12.7,68.0,2.8,3.0,34.9,2.0,21.8,22159.458333333336
02-24T09:00:00,57.7,52.0,64.0,44.8,32.0,54.0,1018.3,1012.9,1023.2,0.4,7.7,12.5,17.9,22.5,26.1,21.0,57.7,57.6,6.2,12.9,84.0,2.4,3.0,34.7,2.0,13.5,21264.375
02-24T10:00:00,60.1,54.0,68.0,44.5,30.9,54.0,1018.4,1012.9,1023.3,0.9,5.8,11.7,15.6,19.1,30.3,23.3,60.1,60.0,6.6,13.7,111.0,1.1,3.0,25.8,4.0,15.5,20271.83333333333
02-24T11:00:00,61.9,55.0,71.1,44.4,28.9,54.0,1018.3,1012.7,1023.3,1.4,4.5,13.2,18.2,23.4,24.9,20.3,61.9,61.9,7.2,11.6,222.0,2.4,7.0,25.7,6.0,18.0,19571.625
02-24T12:00:00,62.6,55.9,72.0,45.1,30.0,55.0,1017.9,1012.3,1022.8,1.6,4.0,14.5,18.7,26.0,21.0,19.7,62.6,62.5,9.5,2.9,243.0,6.2,7.0,43.6,6.0,26.0,19347.041666666668
02-24T13:00:00,62.7,57.0,71.1,46.0,33.1,55.0,1017.1,1011.6,1021.8,1.5,3.8,14.4,16.5,25.3,26.5,17.3,62.7,62.7,11.3,1.8,247.0,8.6,7.0,52.4,6.0,26.4,19453.0
02-24T14:00:00,62.3,57.0,70.0,46.5,35.1,55.0,1016.6,1011.2,1021.2,1.3,4.0,13.0,16.6,26.9,24.6,18.9,62.3,62.3,12.5,0.7,250.0,10.3,7.0,60.3,6.0,24.7,19921.33333333333
02-24T15:00:00,61.5,57.0,69.1,47.0,37.0,55.0,1016.3,1011.1,1021.0,1.0,4.5,11.9,19.6,26.5,23.3,18.8,61.5,61.5,12.8,0.9,254.0,10.7,7.0,66.8,6.0,19.2,20950.583333333336
02-24T16:00:00,60.5,55.9,66.9,47.2,37.0,55.0,1016.2,1010.8,1020.8,0.7,5.2,11.7,17.7,22.9,27.1,20.6,60.5,60.5,12.9,0.2,254.0,10.8,7.0,65.3,6.0,21.1,22539.33333333333
02-24T17:00:00,59.3,55.0,64.0,47.4,37.9,55.0,1016.2,1010.9,1020.7,0.5,6.2,10.6,22.4,22.4,25.4,19.2,59.3,59.3,12.1,0.0,257.0,10.1,7.0,67.7,6.0,18.5,24793.25
02-24T18:00:00,57.9,54.0,62.1,47.7,39.0,55.0,1016.4,1011.2,1021.1,0.3,7.4,10.6,20.0,27.2,21.2,21.0,57.9,57.8,10.7,1.1,257.0,8.4,7.0,60.8,6.0,22.8,26641.333333333336
02-24T19:00:00,57.5,53.1,62.1,47.7,37.9,55.0,1016.7,1011.6,1021.4,0.2,7.7,17.6,23.8,20.3,17.9,20.3,57.5,57.4,9.3,3.1,259.0,6.9,7.0,57.0,6.0,17.7,26406.166666666668
02-24T20:00:00,57.2,53.1,61.0,47.4,37.9,55.0,1016.9,1011.8,1021.7,0.2,8.0,24.9,20.0,17.3,20.7,17.0,57.2,57.1,8.3,5.3,262.0,5.1,7.0,43.1,6.0,21.7,25618.125
02-24T21:00:00,56.8,53.1,61.0,47.1,37.0,55.0,1017.2,1012.1,1022.0,0.1,8.3,28.6,16.0,18.5,16.3,20.7,56.8,56.6,7.1,11.8,268.0,3.1,7.0,30.8,6.0,16.8,24428.916666666664
02-24T22:00:00,56.5,52.0,61.0,46.9,36.0,55.0,1017.4,1012.4,1022.2,0.1,8.6,27.3,16.0,15.8,18.9,22.1,56.5,56.3,6.4,16.0,262.0,1.6,7.0,23.2,3.0,14.1,22781.041666666664
02-24T23:00:00,56.2,52.0,60.1,46.6,34.0,55.0,1017.4,1012.3,1022.1,0.1,8.9,29.9,16.7,14.9,18.2,20.4,56.2,56.0,6.4,10.7,270.0,1.2,7.0,19.7,3.0,15.6,21353.878787878788
02-25T00:00:00,55.6,51.1,60.1,46.2,34.0,54.0,1017.3,1012.1,1022.1,0.1,9.5,26.8,18.8,15.0,16.5,23.0,55.6,55.3,6.0,16.3,356.0,0.5,3.0,18.6,2.0,13.7,20514.0
02-25T01:00:00,54.8,50.0,59.2,45.7,33.1,54.0,1017.3,1012.0,1021.9,0.0,10.3,28.3,15.9,13.9,17.6,24.3,54.8,54.3,6.1,14.7,57.0,1.0,3.0,28.3,2.0,13.7,19962.45833333333
02-25T02:00:00,53.9,48.9,59.0,45.4,34.0,54.0,1017.1,1011.7,1021.8,0.0,11.1,26.7,17.5,12.2,19.7,23.9,53.9,53.4,5.5,19.6,56.0,1.2,3.0,25.8,2.0,17.0,19646.458333333336
02-25T03:00:00,53.2,48.0,57.9,45.0,33.1,53.1,1016.8,1011.3,1021.6,0.0,11.8,27.2,16.0,15.0,17.8,24.0,53.2,52.6,5.2,22.7,52.0,1.4,3.0,28.6,2.0,16.3,19670.125
02-25T04:00:00,52.7,46.9,57.9,44.5,32.0,53.1,1016.6,1011.0,1021.7,0.0,12.3,25.1,13.7,15.8,20.6,24.8,52.7,52.0,5.2,20.9,63.0,1.8,3.0,32.4,2.0,17.6,20328.5
02-25T05:00:00,52.2,46.9,57.9,44.2,30.9,53.1,1016.8,1011.3,1021.7,0.0,12.8,25.5,17.3,14.4,17.3,25.5,52.2,51.5,5.1,20.0,60.0,2.0,3.0,31.6,2.0,16.2,21949.75
02-25T06:00:00,52.0,46.0,57.9,43.9,32.0,53.1,1017.1,1011.6,1021.9,0.0,13.0,18.2,21.0,18.9,17.4,24.6,52.0,51.3,5.1,18.2,65.0,2.2,3.0,34.2,2.0,17.3,24287.708333333336
02-25T07:00:00,52.7,46.9,57.9,43.8,30.9,53.1,1017.5,1012.1,1022.6,0.0,12.3,13.2,16.5,23.5,23.3,23.5,52.7,51.9,5.6,14.0,70.0,2.7,3.0,36.0,2.0,17.9,24919.625
02-25T08:00:00,54.9,50.0,60.1,44.3,30.9,53.1,1018.1,1012.8,1023.0,0.0,10.1,12.5,18.7,20.3,26.2,22.3,54.9,54.5,5.8,12.7,68.0,2.8,3.0,35.4,2.0,21.5,23905.833333333336
02-25T09:00:00,57.8,52.0,64.0,44.6,32.0,54.0,1018.4,1013.0,1023.2,0.4,7.6,12.8,18.6,20.9,25.8,21.9,57.8,57.7,6.3,11.6,84.0,2.5,3.0,35.0,2.0,13.7,22967.791666666664
02-25T10:00:00,60.1,54.0,68.0,44.3,30.9,54.0,1018.5,1013.0,1023.5,0.9,5.8,11.9,16.0,18.1,30.0,24.0,60.1,60.1,6.5,14.2,107.0,1.2,3.0,27.0,4.0,15.3,22318.583333333336
02-25T11:00:00,61.9,55.9,71.1,44.3,28.9,54.0,1018.4,1012.8,1023.5,1.4,4.5,13.5,18.2,22.6,25.2,20.5,61.9,61.9,7.1,11.6,220.0,2.2,7.0,24.4,6.0,17.7,22009.83333333333
02-25T12:00:00,62.6,55.9,72.0,45.0,30.0,55.0,1017.9,1012.4,1022.9,1.6,3.9,15.3,19.0,25.2,19.7,20.8,62.6,62.6,9.4,3.3,243.0,6.1,7.0,43.0,6.0,26.1,21890.875
02-25T13:00:00,62.8,57.0,72.0,45.8,32.0,55.0,1017.2,1011.8,1022.2,1.5,3.7,14.7,16.5,25.5,25.3,18.0,62.8,62.8,11.1,1.8,248.0,8.5,7.0,51.9,6.0,26.9,22124.25
02-25T14:00:00,62.4,57.0,70.0,46.2,34.2,55.0,1016.6,1011.4,1021.5,1.3,3.9,13.0,17.1,26.6,24.0,19.2,62.4,62.4,12.4,0.7,250.0,10.1,7.0,59.9,6.0,24.8,22557.916666666664
02-25T15:00:00,61.6,57.0,69.1,46.8,37.0,55.0,1016.4,1011.1,1021.2,1.0,4.4,12.1,19.8,26.4,23.0,18.8,61.6,61.6,12.8,0.9,254.0,10.8,7.0,66.7,6.0,19.7,23363.333333333336
02-25T16:00:00,60.6,55.9,66.9,47.1,37.0,55.0,1016.2,1011.1,1020.8,0.7,5.1,11.6,17.4,22.8,27.9,20.3,60.6,60.6,12.8,0.2,254.0,10.7,7.0,64.6,6.0,21.8,24687.33333333333
02-25T17:00:00,59.4,55.0,64.8,47.3,37.9,55.0,1016.2,1010.8,1020.9,0.5,6.1,11.1,21.7,22.2,24.9,20.2,59.4,59.3,12.1,0.2,256.0,10.0,7.0,67.3,6.0,18.5,26469.041666666664
02-25T18:00:00,57.9,54.0,63.0,47.7,37.9,55.0,1016.4,1011.3,1021.2,0.3,7.3,10.9,19.8,26.4,22.2,20.7,57.9,57.9,10.6,1.1,257.0,8.4,7.0,61.8,6.0,21.8,27934.541666666664
02-25T19:00:00,57.5,53.1,62.1,47.7,37.9,55.0,1016.7,1011.6,1021.4,0.2,7.7,17.8,23.0,20.0,18.6,20.5,57.5,57.4,9.2,3.1,259.0,6.9,7.0,57.8,6.0,17.9,27561.666666666664
02-25T20:00:00,57.3,53.1,62.1,47.4,37.9,55.0,1017.0,1011.8,1021.7,0.2,7.9,24.8,19.6,18.1,19.6,18.1,57.3,57.2,8.1,5.6,261.0,4.9,7.0,43.2,6.0,20.9,26707.291666666668
02-25T21:00:00,56.8,53.1,61.0,47.2,37.9,55.0,1017.3,1012.2,1022.0,0.1,8.3,28.6,16.0,18.0,16.0,21.2,56.8,56.7,6.9,12.0,268.0,3.0,7.0,30.3,6.0,16.8,25325.375
02-25T22:00:00,56.5,52.0,61.0,47.0,36.0,55.0,1017.5,1012.4,1022.2,0.1,8.6,27.7,15.8,15.1,19.6,21.8,56.5,56.3,6.4,15.7,259.0,1.5,7.0,22.8,6.0,12.9,23532.958333333336
02-25T23:00:00,56.2,52.0,60.1,46.7,34.0,55.0,1017.5,1012.5,1022.1,0.1,8.9,29.8,17.4,14.6,18.4,19.9,56.2,56.1,6.3,10.9,264.0,1.1,7.0,19.0,3.0,16.0,21938.80681818182
02-26T00:00:00,55.6,51.1,60.1,46.2,34.0,54.0,1017.4,1012.1,1022.0,0.1,9.5,26.5,18.8,14.8,16.0,24.0,55.6,55.4,6.0,15.4,6.0,0.4,3.0,19.3,7.0,13.2,20901.076923076922
02-26T01:00:00,54.8,50.0,60.1,45.7,33.1,54.0,1017.4,1012.0,1021.9,0.0,10.3,28.5,15.6,14.6,17.3,24.0,54.8,54.4,6.0,14.9,61.0,1.1,3.0,28.6,2.0,14.2,20144.958333333336
02-26T02:00:00,53.9,48.9,59.0,45.3,33.1,54.0,1017.2,1011.7,1021.8,0.0,11.1,26.8,17.4,12.2,19.6,24.1,53.9,53.5,5.4,19.3,58.0,1.2,3.0,25.3,2.0,17.5,19736.833333333336
02-26T03:00:00,53.2,48.0,57.9,44.8,32.0,53.1,1016.8,1011.4,1021.6,0.0,11.8,27.0,16.4,15.4,17.6,23.6,53.2,52.6,5.1,23.1,55.0,1.4,3.0,28.1,2.0,16.8,19683.125
02-26T04:00:00,52.6,46.9,57.9,44.4,30.0,53.1,1016.7,1011.1,1021.6,0.0,12.4,25.2,13.9,16.2,20.1,24.7,52.6,52.0,5.1,21.2,64.0,1.8,3.0,31.5,2.0,18.4,20302.708333333336
02-26T05:00:00,52.2,46.9,57.0,44.1,30.9,53.1,1016.9,1011.5,1021.7,0.0,12.8,25.6,17.9,14.6,17.2,24.6,52.2,51.5,5.0,20.7,61.0,2.0,3.0,30.3,2.0,17.5,21903.458333333336
02-26T06:00:00,52.1,46.0,57.9,43.7,30.9,53.1,1017.2,1011.8,1022.0,0.0,12.9,18.0,20.6,20.1,17.5,23.9,52.1,51.4,5.0,19.6,67.0,2.2,3.0,32.0,2.0,17.7,24211.70833333333
02-26T07:00:00,52.7,46.9,57.9,43.6,30.0,53.1,1017.6,1012.2,1022.6,0.0,12.3,12.6,17.2,25.2,22.1,22.9,52.7,52.0,5.5,14.9,70.0,2.8,3.0,35.8,2.0,18.7,24802.875
02-26T08:00:00,55.0,50.0,60.1,44.2,30.0,53.1,1018.1,1012.8,1023.1,0.0,10.0,11.9,19.2,21.0,25.7,22.1,55.0,54.6,5.7,13.3,70.0,2.9,3.0,36.1,2.0,21.2,24076.0
02-26T09:00:00,57.9,52.0,64.0,44.5,30.9,54.0,1018.4,1013.0,1023.3,0.4,7.5,12.0,19.4,20.9,25.8,21.9,57.9,57.8,6.2,11.3,87.0,2.5,3.0,35.9,2.0,13.7,23372.25
02-26T10:00:00,60.4,54.0,68.0,44.1,28.9,54.0,1018.5,1013.2,1023.5,1.0,5.6,11.2,16.7,18.4,29.8,24.0,60.4,60.3,6.5,14.0,114.0,1.1,3.0,27.2,7.0,15.2,22932.58333333333
02-26T11:00:00,62.2,55.9,72.0,44.0,27.0,55.0,1018.4,1013.2,1023.5,1.5,4.4,12.5,19.0,21.8,26.0,20.8,62.2,62.1,7.2,11.1,224.0,2.5,7.0,25.2,6.0,18.5,22747.666666666668
02-26T12:00:00,62.8,55.9,72.0,44.8,28.4,55.0,1018.0,1012.9,1023.0,1.7,3.9,14.0,19.5,24.9,21.0,20.5,62.8,62.8,9.4,3.6,243.0,6.4,7.0,43.2,6.0,27.7,22542.45833333333
02-26T13:00:00,62.9,57.0,72.0,45.6,30.9,55.0,1017.2,1012.1,1022.2,1.6,3.7,13.4,18.6,24.3,24.8,18.9,62.9,62.9,11.1,2.0,248.0,8.7,7.0,51.8,6.0,28.1,22788.5
02-26T14:00:00,62.5,57.0,71.1,46.1,34.0,55.0,1016.7,1011.5,1021.5,1.4,3.9,12.1,17.7,26.4,23.8,20.0,62.5,62.5,12.4,0.7,250.0,10.3,7.0,60.3,6.0,25.3,23372.125
02-26T15:00:00,61.8,57.0,70.0,46.6,36.0,55.0,1016.5,1011.1,1021.2,1.1,4.3,12.0,19.2,25.9,23.7,19.2,61.8,61.7,12.9,0.9,254.0,10.9,7.0,66.2,6.0,21.3,24139.541666666668
02-26T16:00:00,60.8,55.9,68.0,46.9,37.0,55.0,1016.3,1011.4,1020.9,0.8,5.0,11.4,16.9,23.1,28.5,20.1,60.8,60.7,12.8,0.2,254.0,10.7,7.0,64.2,6.0,22.7,24945.333333333336
02-26T17:00:00,59.5,55.0,64.9,47.2,37.9,55.0,1016.3,1011.5,1020.8,0.5,6.0,10.8,21.4,22.9,24.1,20.9,59.5,59.4,12.2,0.2,256.0,10.2,7.0,67.4,6.0,19.5,26587.5
02-26T18:00:00,58.0,54.0,63.0,47.6,37.9,55.0,1016.5,1011.4,1021.1,0.3,7.2,10.9,19.4,26.6,22.3,20.8,58.0,58.0,10.7,0.9,257.0,8.5,7.0,62.0,6.0,22.3,27945.958333333336
02-26T19:00:00,57.5,54.0,62.1,47.7,39.0,55.0,1016.7,1011.7,1021.4,0.2,7.7,17.6,22.8,20.5,18.3,20.8,57.5,57.5,9.2,2.9,259.0,7.1,7.0,58.4,6.0,18.8,27501.583333333336
02-26T20:00:00,57.3,53.1,62.1,47.4,37.9,55.0,1017.0,1012.0,1021.6,0.2,7.9,24.9,20.1,18.2,17.9,18.9,57.3,57.2,8.1,6.4,261.0,5.1,7.0,44.0,6.0,21.3,26671.041666666664
02-26T21:00:00,56.9,53.1,61.0,47.2,37.9,55.0,1017.3,1012.5,1021.8,0.1,8.2,28.3,16.5,18.7,14.5,22.1,56.9,56.7,6.9,13.1,265.0,3.0,7.0,30.0,6.0,17.6,25379.916666666664
02-26T22:00:00,56.6,52.0,61.0,46.9,36.0,55.0,1017.5,1012.6,1022.0,0.1,8.5,27.2,16.2,14.8,18.9,22.9,56.6,56.4,6.3,16.2,260.0,1.5,7.0,22.5,6.0,13.1,23468.375
02-26T23:00:00,56.3,52.0,61.0,46.6,34.0,55.0,1017.5,1012.6,1022.1,0.1,8.8,29.8,17.6,14.6,17.1,20.8,56.3,56.2,6.2,11.8,266.0,1.2,7.0,18.6,3.0,15.9,21844.117424242424
02-27T00:00:00,55.7,51.1,60.1,46.2,34.0,54.0,1017.4,1012.2,1022.0,0.1,9.4,26.3,18.3,14.8,16.3,24.3,55.7,55.5,6.0,15.6,4.0,0.5,3.0,19.9,7.0,13.5,20859.46153846154
02-27T01:00:00,54.9,50.0,60.1,45.7,33.1,54.0,1017.4,1012.2,1021.8,0.0,10.2,28.5,15.1,14.4,16.6,25.3,54.9,54.5,5.9,15.1,59.0,1.1,3.0,28.3,2.0,13.4,20187.708333333336
02-27T02:00:00,54.0,48.9,59.0,45.2,33.1,54.0,1017.2,1011.8,1021.6,0.0,11.0,26.9,16.9,12.4,18.7,25.1,54.0,53.6,5.4,19.6,56.0,1.3,3.0,26.0,2.0,17.4,19776.916666666668
02-27T03:00:00,53.3,48.0,57.9,44.8,30.9,54.0,1016.8,1011.5,1021.5,0.0,11.7,27.0,16.4,15.1,16.6,24.8,53.3,52.7,5.1,22.9,56.0,1.4,3.0,28.0,2.0,16.0,19692.166666666664
02-27T04:00:00,52.7,46.9,57.9,44.4,30.0,53.1,1016.7,1011.4,1021.6,0.0,12.3,25.1,14.1,15.9,19.6,25.3,52.7,52.1,5.1,21.4,61.0,1.8,3.0,31.8,2.0,18.1,20233.875
02-27T05:00:00,52.3,46.9,57.0,44.0,30.0,53.1,1016.9,1011.6,1021.6,0.0,12.7,24.8,18.4,15.1,17.1,24.6,52.3,51.6,5.1,20.2,60.0,2.0,3.0,31.2,2.0,17.4,21754.375
02-27T06:00:00,52.2,46.9,57.9,43.7,30.0,53.1,1017.2,1011.9,1021.9,0.0,12.8,17.8,20.6,20.6,18.0,23.1,52.2,51.5,5.0,20.2,65.0,2.2,3.0,31.6,2.0,18.0,23989.291666666664
02-27T07:00:00,52.8,46.9,57.9,43.6,28.9,53.1,1017.6,1012.2,1022.6,0.0,12.2,12.9,17.5,24.7,23.4,21.6,52.8,52.1,5.6,14.0,70.0,2.7,3.0,36.2,2.0,19.4,24753.375
02-27T08:00:00,55.2,50.0,60.1,44.1,28.9,53.1,1018.1,1012.8,1023.0,0.0,9.8,11.9,19.2,21.8,26.0,21.0,55.2,54.8,5.8,13.6,69.0,2.8,3.0,35.8,2.0,20.6,23983.75
02-27T09:00:00,58.1,53.1,64.9,44.4,30.9,54.0,1018.4,1013.1,1023.2,0.4,7.3,12.0,19.4,20.7,26.3,21.5,58.1,58.0,6.2,11.6,87.0,2.4,3.0,36.1,2.0,13.4,23205.708333333336
02-27T10:00:00,60.5,55.0,70.0,44.0,28.9,54.0,1018.5,1013.3,1023.3,1.0,5.5,10.9,17.2,18.1,29.5,24.4,60.5,60.4,6.5,14.1,117.0,1.0,3.0,27.0,4.0,16.0,22627.95833333333
02-27T11:00:00,62.3,55.9,72.0,44.0,27.0,55.0,1018.4,1013.4,1023.4,1.5,4.3,11.7,20.1,21.7,25.8,20.6,62.3,62.3,7.2,11.6,225.0,2.5,7.0,24.4,6.0,18.8,22460.791666666664
02-27T12:00:00,63.0,57.0,72.0,44.8,28.0,55.0,1017.9,1013.0,1022.9,1.7,3.8,13.8,20.1,25.1,21.1,19.8,63.0,62.9,9.4,3.6,244.0,6.6,7.0,44.3,6.0,27.3,22464.083333333336
02-27T13:00:00,63.0,57.0,72.0,45.7,32.0,55.0,1017.2,1012.2,1022.0,1.6,3.6,13.2,18.7,24.7,24.7,18.7,63.0,63.0,11.2,1.6,248.0,8.8,7.0,53.1,6.0,27.4,22959.75
02-27T14:00:00,62.6,57.0,71.1,46.1,34.0,55.0,1016.6,1011.5,1021.4,1.4,3.8,12.4,17.8,25.8,24.3,19.6,62.6,62.6,12.4,0.7,250.0,10.3,7.0,61.7,6.0,24.1,23367.583333333336
02-27T15:00:00,61.9,57.0,70.0,46.7,36.0,55.0,1016.4,1011.1,1021.2,1.1,4.2,12.1,19.3,25.6,24.4,18.6,61.9,61.8,12.9,0.9,254.0,10.9,7.0,66.4,6.0,21.0,24031.25
02-27T16:00:00,60.9,55.9,68.0,47.0,37.0,55.0,1016.2,1011.4,1020.8,0.8,4.9,11.4,16.9,22.8,29.0,19.9,60.9,60.8,12.8,0.4,255.0,10.9,7.0,64.6,6.0,23.2,24853.70833333333
02-27T17:00:00,59.6,55.0,64.9,47.3,37.9,55.0,1016.2,1010.9,1020.7,0.5,5.9,11.1,21.4,22.9,24.8,19.9,59.6,59.6,12.2,0.2,257.0,10.3,7.0,67.9,6.0,19.4,26275.375
02-27T18:00:00,58.1,54.0,63.0,47.8,39.0,55.0,1016.4,1011.3,1021.1,0.2,7.1,11.0,19.0,26.8,23.5,19.8,58.1,58.1,10.7,1.1,257.0,8.6,7.0,62.9,6.0,22.1,27595.375
02-27T19:00:00,57.6,54.0,62.1,47.9,39.0,55.0,1016.7,1011.7,1021.4,0.2,7.6,17.5,21.4,21.9,18.7,20.4,57.6,57.6,9.2,2.9,259.0,7.2,7.0,58.2,6.0,19.8,27265.083333333336
02-27T20:00:00,57.4,53.1,62.1,47.6,39.0,55.0,1017.0,1012.1,1021.6,0.2,7.8,25.4,19.5,18.5,17.7,19.0,57.4,57.3,8.1,6.2,261.0,5.2,7.0,43.9,6.0,22.3,26517.083333333336
02-27T21:00:00,56.9,53.1,61.0,47.4,37.9,55.0,1017.3,1012.5,1021.8,0.1,8.1,28.2,17.2,18.4,15.9,20.3,56.9,56.8,6.8,13.6,262.0,3.0,7.0,29.4,6.0,18.5,25226.541666666664
02-27T22:00:00,56.7,53.1,61.0,47.1,36.0,55.0,1017.4,1012.7,1022.0,0.1,8.4,27.7,16.4,14.4,18.2,23.2,56.7,56.6,6.3,16.6,257.0,1.7,7.0,22.4,6.0,14.0,23547.708333333336
02-27T23:00:00,56.4,52.0,61.0,46.8,34.0,55.0,1017.4,1012.7,1022.1,0.1,8.7,31.1,16.7,14.4,16.9,20.9,56.4,56.2,6.1,12.4,265.0,1.2,7.0,18.8,3.0,15.8,21968.469696969696
02-28T00:00:00,55.7,51.1,60.1,46.3,33.1,54.0,1017.3,1012.3,1021.9,0.1,9.3,27.6,17.5,15.3,16.0,23.6,55.7,55.5,5.9,16.3,7.0,0.5,3.0,20.0,7.0,13.3,20839.653846153844
02-28T01:00:00,54.9,50.0,60.1,45.8,33.1,54.0,1017.3,1012.2,1021.8,0.0,10.1,28.9,15.0,14.2,16.7,25.2,54.9,54.5,5.8,14.9,57.0,1.1,3.0,28.4,2.0,13.7,20080.416666666664
02-28T02:00:00,54.1,48.9,59.0,45.3,33.1,54.0,1017.1,1012.0,1021.5,0.0,11.0,27.2,17.0,12.7,18.0,25.2,54.1,53.6,5.4,19.1,52.0,1.3,3.0,25.1,2.0,18.4,19619.08333333333
02-28T03:00:00,53.3,48.0,57.9,44.9,30.9,53.1,1016.7,1011.6,1021.4,0.0,11.7,27.7,16.0,15.0,17.0,24.4,53.3,52.8,5.0,23.1,56.0,1.4,3.0,27.0,2.0,16.7,19559.541666666668
02-28T04:00:00,52.8,46.9,57.9,44.5,30.0,53.1,1016.6,1011.4,1021.3,0.0,12.2,25.0,14.6,15.3,20.6,24.5,52.8,52.1,5.1,21.9,62.0,1.8,3.0,31.5,2.0,17.4,19994.75
02-28T05:00:00,52.3,46.9,57.0,44.1,30.0,53.1,1016.8,1011.6,1021.6,0.0,12.7,24.4,18.8,15.0,18.3,23.4,52.3,51.6,5.1,19.8,61.0,2.0,3.0,31.2,2.0,18.2,21402.541666666668
02-28T06:00:00,52.2,46.9,57.9,43.8,30.0,53.1,1017.1,1011.9,1021.9,0.0,12.8,17.3,20.9,20.4,19.1,22.4,52.2,51.5,5.0,20.7,63.0,2.2,3.0,31.6,2.0,18.5,23482.125
02-28T07:00:00,52.9,46.9,57.9,43.7,30.0,53.1,1017.5,1012.2,1022.3,0.0,12.1,13.4,16.2,24.5,24.7,21.1,52.9,52.2,5.5,14.4,70.0,2.6,3.0,34.2,2.0,19.3,24160.416666666664
02-28T08:00:00,55.4,50.0,60.1,44.3,30.0,54.0,1018.0,1012.8,1022.9,0.0,9.7,12.7,18.7,21.8,26.4,20.5,55.4,55.0,5.7,14.4,69.0,2.6,3.0,35.1,2.0,19.8,23789.916666666664
02-28T09:00:00,58.2,53.1,64.2,44.6,30.9,54.0,1018.3,1013.0,1023.1,0.4,7.2,12.6,19.5,20.1,27.2,20.6,58.2,58.1,6.1,12.9,89.0,2.1,3.0,35.2,2.0,13.4,23298.333333333336
02-28T10:00:00,60.6,55.0,69.8,44.1,28.9,54.0,1018.4,1013.3,1023.3,1.0,5.4,10.9,16.9,18.2,30.9,23.1,60.6,60.5,6.4,14.3,135.0,0.9,3.0,26.7,7.0,16.4,22927.208333333336
02-28T11:00:00,62.4,55.9,72.0,44.1,27.0,55.0,1018.3,1013.4,1023.3,1.5,4.1,12.3,19.3,22.2,27.2,19.1,62.4,62.4,7.1,11.6,227.0,2.8,7.0,26.0,6.0,19.5,22586.791666666664
02-28T12:00:00,63.0,57.0,72.0,44.8,28.0,55.0,1017.9,1013.0,1022.7,1.7,3.7,14.7,19.4,25.2,21.3,19.4,63.0,63.0,9.5,3.8,244.0,7.0,7.0,45.6,6.0,28.8,22392.25
02-28T13:00:00,63.1,57.0,72.0,45.7,32.0,55.0,1017.1,1012.2,1021.9,1.6,3.5,14.0,18.4,24.9,24.4,18.2,63.1,63.1,11.3,1.3,248.0,9.1,7.0,53.5,6.0,29.2,22537.833333333336
02-28T14:00:00,62.6,57.0,71.1,46.2,34.0,55.0,1016.6,1011.5,1021.2,1.3,3.7,13.9,16.8,25.8,24.7,18.8,62.6,62.6,12.4,0.9,251.0,10.5,7.0,61.8,6.0,24.5,22850.125
02-28T15:00:00,61.9,57.0,70.0,46.7,36.0,55.0,1016.4,1011.1,1021.1,1.0,4.2,13.1,18.4,24.9,25.7,17.9,61.9,61.9,13.0,0.9,254.0,11.2,7.0,67.1,6.0,21.6,23495.666666666664
02-28T16:00:00,60.9,55.9,66.9,47.0,37.0,55.0,1016.2,1010.7,1020.8,0.7,4.8,12.3,16.6,23.0,29.2,18.9,60.9,60.9,12.9,0.2,255.0,11.1,7.0,65.0,6.0,23.5,24403.583333333336
